sort_col,portfolio,consistency_mean,future_ret_6m
FAC_rank_vol_m12_n6_pairwise1,Q1,0.6737635517334819,0.06347983167863136
FAC_rank_vol_m12_n6_pairwise1,Q2,0.7490807574538552,0.0756247102330702
FAC_rank_vol_m12_n6_pairwise1,Q3,0.7946403875673459,0.07323723492768013
FAC_rank_vol_m12_n6_pairwise1,Q4,0.8355785190924171,0.06795614222837684
FAC_rank_vol_m12_n6_pairwise1,Q5,0.8907106619955033,0.06518962292085229
FAC_rank_vol_m12_n6_pairwise1,long-short,0.21694711026202146,-0.0002877123926511
FAC_rank_vol_m12_n6_pairwise1,t-stat,,-0.03340390081014189
FAC_rank_vol_m12_n6_pairwise1,p-value,,0.9735107462902257
FAC_rank_vol_m3_n6_pairwise1,Q1,0.7723524076394285,0.04905219493131788
FAC_rank_vol_m3_n6_pairwise1,Q2,0.8623736105325633,0.051308582478346944
FAC_rank_vol_m3_n6_pairwise1,Q3,0.9052290838820102,0.05010619599527788
FAC_rank_vol_m3_n6_pairwise1,Q4,0.9380573422547207,0.04403790793122353
FAC_rank_vol_m3_n6_pairwise1,Q5,0.9725150151879453,0.04591521866911387
FAC_rank_vol_m3_n6_pairwise1,long-short,0.20016260754851697,-0.003136976262203996
FAC_rank_vol_m3_n6_pairwise1,t-stat,,-0.3737765521889511
FAC_rank_vol_m3_n6_pairwise1,p-value,,0.7100902483976325
FAC_rank_vol_m6_n12_pairwise1,Q1,0.7916703056806969,0.06906834547680755
FAC_rank_vol_m6_n12_pairwise1,Q2,0.8630339938464278,0.07036064785598431
FAC_rank_vol_m6_n12_pairwise1,Q3,0.9011603451941851,0.07939450660022782
FAC_rank_vol_m6_n12_pairwise1,Q4,0.9323007236411099,0.06728709808087549
FAC_rank_vol_m6_n12_pairwise1,Q5,0.9661248428397524,0.06215389339868336
FAC_rank_vol_m6_n12_pairwise1,long-short,0.1744545371590556,-0.009259946177205072
FAC_rank_vol_m6_n12_pairwise1,t-stat,,-1.4629402125668614
FAC_rank_vol_m6_n12_pairwise1,p-value,,0.15092751109470084
FAC_rank_vol_m6_n3_pairwise1,Q1,0.6553150058720878,0.04696873637932886
FAC_rank_vol_m6_n3_pairwise1,Q2,0.7403976253367663,0.05377899405142245
FAC_rank_vol_m6_n3_pairwise1,Q3,0.7926118448487277,0.049558422455737654
FAC_rank_vol_m6_n3_pairwise1,Q4,0.8421624084102788,0.046850510985333445
FAC_rank_vol_m6_n3_pairwise1,Q5,0.9021614855066373,0.04409710572471503
FAC_rank_vol_m6_n3_pairwise1,long-short,0.2468464796345496,-0.002871630654613819
FAC_rank_vol_m6_n3_pairwise1,t-stat,,-0.4763411276921791
FAC_rank_vol_m6_n3_pairwise1,p-value,,0.6358268424607966
FAC_rank_vol_m6_n6_pairwise1,Q1,0.7224199704514851,0.04895071076624435
FAC_rank_vol_m6_n6_pairwise1,Q2,0.8064490759836553,0.0560669698415686
FAC_rank_vol_m6_n6_pairwise1,Q3,0.854328136475668,0.045651457533674854
FAC_rank_vol_m6_n6_pairwise1,Q4,0.8939912274320505,0.051163626670708666
FAC_rank_vol_m6_n6_pairwise1,Q5,0.9405700747969313,0.04526441568702635
FAC_rank_vol_m6_n6_pairwise1,long-short,0.21815010434544602,-0.003686295079218003
FAC_rank_vol_m6_n6_pairwise1,t-stat,,-0.45511470958580796
FAC_rank_vol_m6_n6_pairwise1,p-value,,0.6509968261718562
