factor,month_date,n_obs,r_squared,adj_r_squared,const,FAC_rank_vol_m3_n6_pairwise1,CtrlRetSTR,CtrlRetLTM,CtrlVol,as_偏股混合型基金,Ctrl_log_fund_size,Ctrl_fund_age,FAC_rank_vol_m6_n3_pairwise1,FAC_rank_vol_m6_n6_pairwise1,FAC_rank_vol_m6_n12_pairwise1,FAC_rank_vol_m12_n6_pairwise1
FAC_rank_vol_m3_n6_pairwise1,2012-09-28,52,0.14425034195616482,0.008108350903736405,-0.0006561179166206481,-0.15011485463647736,-0.283120339737588,0.22334531275838343,-0.6773070860191794,-0.01875237124652635,0.017695043701238942,-0.0008714391561697376,,,,
FAC_rank_vol_m3_n6_pairwise1,2012-10-31,54,0.1946767986555218,0.07212761584223171,-0.044886938571652366,-0.0745697128587896,2.1149493155870926,-0.1975329210790375,1.405391543447551,-0.008094824083859892,0.008437463382971074,-0.0006337076485529674,,,,
FAC_rank_vol_m3_n6_pairwise1,2012-11-30,56,0.28097552080095334,0.17611778425109226,-0.1382970685100479,-0.036371645831846044,-1.748698439397853,-0.3176764499684121,2.4748456439422464,0.004088972822685159,0.013246081028252674,-0.0007045900289127763,,,,
FAC_rank_vol_m3_n6_pairwise1,2012-12-31,59,0.37729522427593387,0.291825941333415,-0.6244262073956229,0.37902570580505546,-1.2554979225384073,-0.5472596685035153,4.2425647442336345,0.012360904581398099,0.015886807972780817,-0.00038483901460473067,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-01-31,61,0.18119278166447672,0.0730484320729925,-0.022223965049524008,0.2172019871531398,1.3467095458770921,0.30028609090031383,0.09422463936220979,0.06256029444048625,-0.013215264936128639,0.000168045617916086,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-02-28,60,0.4856352461186305,0.4163938369422924,-0.03417321094614973,-0.06472242907097298,3.61264945244371,0.24445189001544007,-0.19084250817493875,0.03474202806480946,0.000531726748112281,2.4657406815329333e-05,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-03-29,62,0.4790520665031369,0.41152177882761765,0.3472516181129857,0.06734699545604007,2.235635823532503,0.1291864683505112,5.231527331065779,0.07143510864265674,-0.033377488129470605,0.0012703210465084974,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-04-26,63,0.3332658868790461,0.24840881793637926,-0.05267456712161459,0.16940635377562188,1.9659294840457913,0.33606889010411883,0.7802983193323523,0.03058807535470048,-0.005397385259120991,0.00013488894217860955,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-05-31,64,0.2279490956174084,0.1314427325695844,-0.02525787691978311,-0.02671668773484302,0.43609845722480495,0.3476079979263333,1.428194322063692,0.056706037301825364,-0.008726407898665087,0.0010937401782278023,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-06-28,63,0.22703467468272154,0.1286572696423407,0.25268128998306016,-0.27107270627776303,-0.05386657258994202,0.3753049047697645,1.3559097292694733,0.038243550100528816,-0.008170057122605623,0.0010690173760196193,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-07-31,64,0.404293816920942,0.3298305440360598,-0.19817398482374501,-0.06643432706966672,0.9437808018902419,0.03285907466587718,2.451503373657185,0.07351359086859441,0.001404741003819737,0.0005686587763832493,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-08-30,68,0.3377564747510793,0.26049473013870517,-0.2324157273720006,0.2370461012324275,-0.2262136732528757,0.06049027808743278,3.9299240472222965,0.038510093656878935,-0.01409849216747604,0.0008957417960200406,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-09-30,67,0.3209958325889172,0.24043601611641585,-0.30249200134571086,0.12544548572725017,-0.7021067303979557,-0.06027232231570555,2.8766311561308715,0.056653504711055507,-0.004990949768210722,0.0005679987721738922,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-10-31,69,0.3187864792490207,0.2406144358841542,-0.2819228661756692,0.2767981350147912,0.46811886327313895,-0.11483604110650633,1.73881269945575,0.11280087340114335,-0.007867337200520717,-4.715672426852473e-05,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-11-29,71,0.3201539481139398,0.24461549790437753,0.31702171399144097,-0.09398720153987565,1.1778738557630783,0.02137321101391092,0.03023032176339728,0.031129202262522495,-0.019494268122917865,0.0003859053948906944,,,,
FAC_rank_vol_m3_n6_pairwise1,2013-12-31,71,0.34094985783741494,0.2677220642637944,0.45517278831919267,-0.2917173936558563,-0.35024186018761716,0.08243953739656033,0.9852758286967516,0.04867114834293482,-0.014879691829936363,-0.000204328539887697,,,,
