factor,variable,coef,newey_west_se,t_stat,p_value,n_months,avg_monthly_n,total_regression_obs,avg_r_squared,avg_adj_r_squared,newey_west_lag,min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,const,0.2772179560713732,0.04844021476719891,5.7228886660323015,1.0181961704484754e-07,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,FAC_rank_vol_m3_n6_pairwise1,-0.009146971567781267,0.01997186054745607,-0.4579929619499756,0.6479129901177417,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,CtrlRetSTR,0.2602000533321537,0.09836365070614327,2.6452866629512255,0.009428093038847736,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,CtrlRetLTM,0.08399244567254383,0.0354628278949567,2.368464407895928,0.019709127116364838,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,CtrlVol,0.11512933082319296,0.34305871157717654,0.3355965813953475,0.73785115468462,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,as_偏股混合型基金,0.006678656740624111,0.006835304963878801,0.977082482188798,0.33079566136726357,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,Ctrl_log_fund_size,-0.009810143473684113,0.0015992843726265757,-6.134083244728065,1.5691569277238566e-08,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m3_n6_pairwise1,Ctrl_fund_age,8.490941230426273e-06,4.155735931593294e-05,0.2043185941117023,0.8385038476371798,105,140.9142857142857,14796,0.2300388807249802,0.1709391448906638,5,50
FAC_rank_vol_m6_n3_pairwise1,const,0.312610057478202,0.04938037296396458,6.330654037512632,6.294369904868283e-09,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,FAC_rank_vol_m6_n3_pairwise1,-0.03986290348189438,0.021446952273340484,-1.858674508799357,0.06590095093509893,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,CtrlRetSTR,0.23819136438333,0.09970210052574387,2.389030553291373,0.018694925699814745,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,CtrlRetLTM,0.06323227044187578,0.037403216735397884,1.6905570151679932,0.09391655421381669,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,CtrlVol,0.06414238867013776,0.3530583010199605,0.18167647803446324,0.8561902494583817,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,as_偏股混合型基金,0.006353203983307863,0.006865930158797894,0.925323129768072,0.35694001858031854,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,Ctrl_log_fund_size,-0.010269157207601522,0.0017015073376848977,-6.035329369530623,2.4716132026854475e-08,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n3_pairwise1,Ctrl_fund_age,1.4288830299421324e-05,4.08780112125176e-05,0.34954807916501135,0.7273846952602141,105,140.92380952380952,14797,0.2358398106041429,0.17704182735178375,5,50
FAC_rank_vol_m6_n6_pairwise1,const,0.2708591238841103,0.06654606488372133,4.070250049456622,0.00010069288926593196,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,FAC_rank_vol_m6_n6_pairwise1,-0.004568791937130985,0.030318467904124284,-0.15069336457168017,0.8805548414912834,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,CtrlRetSTR,0.27868235070785163,0.11035928881280321,2.5252278598910345,0.013312763136196283,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,CtrlRetLTM,0.09326494507348349,0.04414448191937621,2.1127203450664345,0.03739365840491955,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,CtrlVol,0.1302635820818447,0.36968866293426067,0.35236022941014183,0.7253919154778858,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,as_偏股混合型基金,0.007661172184129811,0.005587234832149043,1.3711920859397744,0.1737244507968155,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,Ctrl_log_fund_size,-0.010030942698310745,0.0021255435071904005,-4.719236592606806,8.636683923212556e-06,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n6_pairwise1,Ctrl_fund_age,1.2215004665089367e-05,3.2168920020032415e-05,0.37971447774692996,0.7050519031618165,91,133.3846153846154,12138,0.23072612368493636,0.17108120292209508,5,50
FAC_rank_vol_m6_n12_pairwise1,const,0.2121172822856669,0.08790870664678219,2.412926891735032,0.01895068891492321,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,FAC_rank_vol_m6_n12_pairwise1,-0.02295590107156218,0.03263562030799904,-0.7034001760933484,0.4845730361218422,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,CtrlRetSTR,0.10592398821762365,0.10101830412650452,1.0485623287139703,0.298656032973597,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,CtrlRetLTM,0.03802980088366494,0.05336463669924544,0.7126404907053864,0.4788772427240292,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,CtrlVol,-0.02027996276637528,0.5052552325173839,-0.0401380558996537,0.9681185785108075,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,as_偏股混合型基金,0.0069241400038147615,0.005268613681006095,1.3142242766397947,0.1938573667033763,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,Ctrl_log_fund_size,-0.007900925236252328,0.0031287593756505533,-2.525258189473108,0.014268393502772713,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m6_n12_pairwise1,Ctrl_fund_age,-7.704005233927147e-06,5.1277367241265396e-05,-0.15024182496887942,0.8810862849180988,60,132.65,7959,0.2319143958045227,0.18362904295070517,5,50
FAC_rank_vol_m12_n6_pairwise1,const,0.22867273659309592,0.08571481622642177,2.6678320815509964,0.009840477073166461,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,FAC_rank_vol_m12_n6_pairwise1,-0.03923738756654029,0.037608231649752806,-1.043319131087042,0.3010566612210112,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,CtrlRetSTR,0.09866447928035772,0.09520929888993461,1.0362903669148686,0.3042954506700043,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,CtrlRetLTM,0.014808299987055806,0.04534719722926446,0.32655380909626286,0.7451609988761361,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,CtrlVol,-0.09211815827945297,0.5140303237935984,-0.17920763428820927,0.8583886827456166,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,as_偏股混合型基金,0.006624631079072071,0.0055488199662565175,1.1938810628850414,0.23730269741922763,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,Ctrl_log_fund_size,-0.007705291104914322,0.003217190068439453,-2.395037576580575,0.019812128528576257,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
FAC_rank_vol_m12_n6_pairwise1,Ctrl_fund_age,-1.5983040321897875e-05,4.7994918828490345e-05,-0.3330152589488318,0.7403032553439213,60,132.65,7959,0.23062275607532035,0.18226080675426787,5,50
