factor,valid_rows,valid_months,eligible_months,min_cross_section_n,monthly_n_min,monthly_n_mean,monthly_n_median,monthly_n_max,sample_filters,filtered_rows_before_dropna,regression_months,regression_rows,skipped_months_after_eligibility,avg_r_squared,avg_adj_r_squared
FAC_rank_vol_m3_n6_pairwise1,34064,202,153,50,1,168.63366336633663,108.0,771,"{""is_insample_future_ret_6m"": 1}",156184,153,33258,0,0.2490943775089717,0.19763021246508777
FAC_rank_vol_m6_n3_pairwise1,34064,202,153,50,1,168.63366336633663,108.0,771,"{""is_insample_future_ret_6m"": 1}",156184,153,33258,0,0.25102974289346003,0.19979635657819803
FAC_rank_vol_m6_n6_pairwise1,29176,202,145,50,1,144.43564356435644,88.5,650,"{""is_insample_future_ret_6m"": 1}",156184,144,28142,1,0.2537601027692238,0.1973764688314981
FAC_rank_vol_m6_n12_pairwise1,21847,198,115,50,1,110.33838383838383,65.0,478,"{""is_insample_future_ret_6m"": 1}",156184,108,19626,7,0.2706520297965025,0.21849276298334275
FAC_rank_vol_m12_n6_pairwise1,21847,198,115,50,1,110.33838383838383,65.0,478,"{""is_insample_future_ret_6m"": 1}",156184,108,19626,7,0.26215682997418904,0.20869980614560896
