factor,variable,FAC_rank_vol_m3_n6_pairwise1,CtrlRetSTR,CtrlRetLTM,CtrlVol,as_偏股混合型基金,Ctrl_log_fund_size,Ctrl_fund_age,FAC_rank_vol_m6_n3_pairwise1,FAC_rank_vol_m6_n6_pairwise1,FAC_rank_vol_m6_n12_pairwise1,FAC_rank_vol_m12_n6_pairwise1
FAC_rank_vol_m3_n6_pairwise1,FAC_rank_vol_m3_n6_pairwise1,1.0,-0.016829915930837044,0.013745123592145287,-0.12205721550153595,-0.016125139973544658,0.013339177598272866,0.014187712605635143,,,,
FAC_rank_vol_m3_n6_pairwise1,CtrlRetSTR,-0.016829915930837044,1.0,0.04687779109734469,-0.011629951368041114,-0.0031371474707509684,0.03847001412557572,-0.01912003516726006,,,,
FAC_rank_vol_m3_n6_pairwise1,CtrlRetLTM,0.013745123592145287,0.04687779109734469,1.0,0.06245309913271146,-0.024320356738942707,0.13720039398402548,-0.06344209586488557,,,,
FAC_rank_vol_m3_n6_pairwise1,CtrlVol,-0.12205721550153595,-0.011629951368041114,0.06245309913271146,1.0,-0.007046155561176566,-0.08132406500723714,-0.10382744295817282,,,,
FAC_rank_vol_m3_n6_pairwise1,as_偏股混合型基金,-0.016125139973544658,-0.0031371474707509684,-0.024320356738942707,-0.007046155561176566,1.0,0.22551854618595837,0.2643389882792608,,,,
FAC_rank_vol_m3_n6_pairwise1,Ctrl_log_fund_size,0.013339177598272866,0.03847001412557572,0.13720039398402548,-0.08132406500723714,0.22551854618595837,1.0,0.7459480195196045,,,,
FAC_rank_vol_m3_n6_pairwise1,Ctrl_fund_age,0.014187712605635143,-0.01912003516726006,-0.06344209586488557,-0.10382744295817282,0.2643389882792608,0.7459480195196045,1.0,,,,
FAC_rank_vol_m6_n3_pairwise1,FAC_rank_vol_m6_n3_pairwise1,,-0.014765563882554575,-0.022220123145585288,-0.2297848697945699,-0.03417276117615991,0.020168312276488666,0.01672007521248916,1.0,,,
FAC_rank_vol_m6_n3_pairwise1,CtrlRetSTR,,1.0,0.04687779109734469,-0.011629951368041114,-0.0031371474707509684,0.03847001412557572,-0.01912003516726006,-0.014765563882554575,,,
FAC_rank_vol_m6_n3_pairwise1,CtrlRetLTM,,0.04687779109734469,1.0,0.06245309913271146,-0.024320356738942707,0.13720039398402548,-0.06344209586488557,-0.022220123145585288,,,
FAC_rank_vol_m6_n3_pairwise1,CtrlVol,,-0.011629951368041114,0.06245309913271146,1.0,-0.007046155561176566,-0.08132406500723714,-0.10382744295817282,-0.2297848697945699,,,
FAC_rank_vol_m6_n3_pairwise1,as_偏股混合型基金,,-0.0031371474707509684,-0.024320356738942707,-0.007046155561176566,1.0,0.22551854618595837,0.2643389882792608,-0.03417276117615991,,,
FAC_rank_vol_m6_n3_pairwise1,Ctrl_log_fund_size,,0.03847001412557572,0.13720039398402548,-0.08132406500723714,0.22551854618595837,1.0,0.7459480195196045,0.020168312276488666,,,
FAC_rank_vol_m6_n3_pairwise1,Ctrl_fund_age,,-0.01912003516726006,-0.06344209586488557,-0.10382744295817282,0.2643389882792608,0.7459480195196045,1.0,0.01672007521248916,,,
FAC_rank_vol_m6_n6_pairwise1,FAC_rank_vol_m6_n6_pairwise1,,0.0014323227487031214,-0.00275859267473417,-0.19980514525431609,-0.019896245343881538,0.018355277925303358,0.026056724209957405,,1.0,,
FAC_rank_vol_m6_n6_pairwise1,CtrlRetSTR,,1.0,0.04037899045295926,-0.01569252166463241,-0.006921632378876438,0.03865342462915019,-0.01706647439637487,,0.0014323227487031214,,
FAC_rank_vol_m6_n6_pairwise1,CtrlRetLTM,,0.04037899045295926,1.0,0.05129063300734859,-0.01809206422177676,0.12505296996223925,-0.057127507609473126,,-0.00275859267473417,,
FAC_rank_vol_m6_n6_pairwise1,CtrlVol,,-0.01569252166463241,0.05129063300734859,1.0,-0.0021643094378674,-0.08039496161259795,-0.09848202288062946,,-0.19980514525431609,,
FAC_rank_vol_m6_n6_pairwise1,as_偏股混合型基金,,-0.006921632378876438,-0.01809206422177676,-0.0021643094378674,1.0,0.24286735535428491,0.28313333840866384,,-0.019896245343881538,,
FAC_rank_vol_m6_n6_pairwise1,Ctrl_log_fund_size,,0.03865342462915019,0.12505296996223925,-0.08039496161259795,0.24286735535428491,1.0,0.7450640491356048,,0.018355277925303358,,
FAC_rank_vol_m6_n6_pairwise1,Ctrl_fund_age,,-0.01706647439637487,-0.057127507609473126,-0.09848202288062946,0.28313333840866384,0.7450640491356048,1.0,,0.026056724209957405,,
FAC_rank_vol_m6_n12_pairwise1,FAC_rank_vol_m6_n12_pairwise1,,-0.018503528458901266,0.0377467768459982,-0.11199344168258987,-0.024643489611971377,0.010063703631725918,0.01642443715387021,,,1.0,
FAC_rank_vol_m6_n12_pairwise1,CtrlRetSTR,,1.0,0.04783023298615432,-0.005699431553154914,-0.000683179984525104,0.038580353030665565,-0.009948006441703757,,,-0.018503528458901266,
FAC_rank_vol_m6_n12_pairwise1,CtrlRetLTM,,0.04783023298615432,1.0,0.12025165314419539,0.006230356111412349,0.09523566305586201,-0.06262183081424352,,,0.0377467768459982,
FAC_rank_vol_m6_n12_pairwise1,CtrlVol,,-0.005699431553154914,0.12025165314419539,1.0,-0.010814513740781474,-0.07809562529816619,-0.09376558614822718,,,-0.11199344168258987,
FAC_rank_vol_m6_n12_pairwise1,as_偏股混合型基金,,-0.000683179984525104,0.006230356111412349,-0.010814513740781474,1.0,0.34032497349655133,0.37769466560613146,,,-0.024643489611971377,
FAC_rank_vol_m6_n12_pairwise1,Ctrl_log_fund_size,,0.038580353030665565,0.09523566305586201,-0.07809562529816619,0.34032497349655133,1.0,0.7481125084892218,,,0.010063703631725918,
FAC_rank_vol_m6_n12_pairwise1,Ctrl_fund_age,,-0.009948006441703757,-0.06262183081424352,-0.09376558614822718,0.37769466560613146,0.7481125084892218,1.0,,,0.01642443715387021,
FAC_rank_vol_m12_n6_pairwise1,FAC_rank_vol_m12_n6_pairwise1,,0.00302096883404601,-0.005597569795072146,-0.2409648288055463,-0.024533562395685226,0.01792949378615057,0.04737934303816035,,,,1.0
FAC_rank_vol_m12_n6_pairwise1,CtrlRetSTR,,1.0,0.04783023298615432,-0.005699431553154914,-0.000683179984525104,0.038580353030665565,-0.009948006441703757,,,,0.00302096883404601
FAC_rank_vol_m12_n6_pairwise1,CtrlRetLTM,,0.04783023298615432,1.0,0.12025165314419539,0.006230356111412349,0.09523566305586201,-0.06262183081424352,,,,-0.005597569795072146
FAC_rank_vol_m12_n6_pairwise1,CtrlVol,,-0.005699431553154914,0.12025165314419539,1.0,-0.010814513740781474,-0.07809562529816619,-0.09376558614822718,,,,-0.2409648288055463
