sort_col,portfolio,consistency_mean,future_ret_6m
FAC_rank_vol_m12_n6_pairwise1,Q1,0.6760639008969584,0.07437111690110679
FAC_rank_vol_m12_n6_pairwise1,Q2,0.7484212384325827,0.07461656985122514
FAC_rank_vol_m12_n6_pairwise1,Q3,0.7940065227739675,0.09174199706879611
FAC_rank_vol_m12_n6_pairwise1,Q4,0.8349191298247799,0.07847360746475772
FAC_rank_vol_m12_n6_pairwise1,Q5,0.8882904955529126,0.07856052740718608
FAC_rank_vol_m12_n6_pairwise1,long-short,0.21222659465595414,0.004065210886806465
FAC_rank_vol_m12_n6_pairwise1,t-stat,,0.7103774906462444
FAC_rank_vol_m12_n6_pairwise1,p-value,,0.4814914769958618
FAC_rank_vol_m3_n6_pairwise1,Q1,0.7683281158291757,0.06851059270974848
FAC_rank_vol_m3_n6_pairwise1,Q2,0.8637434917572765,0.056251739324335505
FAC_rank_vol_m3_n6_pairwise1,Q3,0.9075523285258716,0.0689780146955111
FAC_rank_vol_m3_n6_pairwise1,Q4,0.9407237208342348,0.060658298322639574
FAC_rank_vol_m3_n6_pairwise1,Q5,0.9763029925985848,0.06217749461436366
FAC_rank_vol_m3_n6_pairwise1,long-short,0.20797487676940923,-0.00633309809538482
FAC_rank_vol_m3_n6_pairwise1,t-stat,,-0.8978353651436211
FAC_rank_vol_m3_n6_pairwise1,p-value,,0.3734924836209119
FAC_rank_vol_m6_n12_pairwise1,Q1,0.7904838303684607,0.07264588900716519
FAC_rank_vol_m6_n12_pairwise1,Q2,0.8621632882808238,0.08040693763277845
FAC_rank_vol_m6_n12_pairwise1,Q3,0.8995666646844642,0.09184158084719386
FAC_rank_vol_m6_n12_pairwise1,Q4,0.927791248846625,0.07408106605251955
FAC_rank_vol_m6_n12_pairwise1,Q5,0.9621234596669546,0.07394385484456342
FAC_rank_vol_m6_n12_pairwise1,long-short,0.17163962929849394,0.0005193178540998166
FAC_rank_vol_m6_n12_pairwise1,t-stat,,0.0781588444369485
FAC_rank_vol_m6_n12_pairwise1,p-value,,0.9380819071592311
FAC_rank_vol_m6_n3_pairwise1,Q1,0.6520656021645751,0.06544319050267886
FAC_rank_vol_m6_n3_pairwise1,Q2,0.7351550064034592,0.06580684373113617
FAC_rank_vol_m6_n3_pairwise1,Q3,0.7887047303579341,0.05930538423892459
FAC_rank_vol_m6_n3_pairwise1,Q4,0.8379454760660933,0.06684802047414112
FAC_rank_vol_m6_n3_pairwise1,Q5,0.8976776909810081,0.059503786208222845
FAC_rank_vol_m6_n3_pairwise1,long-short,0.24561208881643312,-0.005939404294456009
FAC_rank_vol_m6_n3_pairwise1,t-stat,,-1.0580305128823433
FAC_rank_vol_m6_n3_pairwise1,p-value,,0.2950272953175122
FAC_rank_vol_m6_n6_pairwise1,Q1,0.7204166381778349,0.05757053763450383
FAC_rank_vol_m6_n6_pairwise1,Q2,0.8051453063925313,0.06793264516787337
FAC_rank_vol_m6_n6_pairwise1,Q3,0.8553818666211307,0.06893523565883855
FAC_rank_vol_m6_n6_pairwise1,Q4,0.8935495830203527,0.06511862010650542
FAC_rank_vol_m6_n6_pairwise1,Q5,0.9389150395810143,0.05865251964002056
FAC_rank_vol_m6_n6_pairwise1,long-short,0.21849840140317922,0.0010819820055167316
FAC_rank_vol_m6_n6_pairwise1,t-stat,,0.2218259548958132
FAC_rank_vol_m6_n6_pairwise1,p-value,,0.8253529097982433
