ret_col,date,sort_col,economic_group,group_label,sort_mean,portfolio_ret,n_funds
future_ret_6m,2020-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,4,Q4,0.8641208930867008,0.4260247538775256,35
future_ret_6m,2020-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,5,High,0.9169431233925942,0.42211252380900716,36
future_ret_6m,2020-06-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,1,Low,0.6264059196466282,0.226915345089745,38
future_ret_6m,2020-06-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,2,Q2,0.7036293139640756,0.3210363562171651,37
future_ret_6m,2020-06-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,3,Q3,0.7694019389075283,0.2718633871138304,37
future_ret_6m,2020-06-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,4,Q4,0.8432825147490212,0.29089468277245695,37
future_ret_6m,2020-06-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,5,High,0.9005201903585582,0.27162794309455796,37
future_ret_6m,2020-09-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,1,Low,0.6320770328559634,0.08654952310017468,40
future_ret_6m,2020-09-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,2,Q2,0.7244544311580926,0.11562431189103833,39
future_ret_6m,2020-09-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,3,Q3,0.787184139389856,0.12129801147833201,40
future_ret_6m,2020-09-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,4,Q4,0.8476372680896815,0.13902393358697046,39
future_ret_6m,2020-09-30 00:00:00,FAC_rank_vol_m6_n3_pairwise1,5,High,0.9059254671482112,0.14992063666013294,40
future_ret_6m,2020-12-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,1,Low,0.6648733609687975,0.11518418702020745,44
future_ret_6m,2020-12-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,2,Q2,0.7527198602266444,0.09712439833132863,43
future_ret_6m,2020-12-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,3,Q3,0.7952147271992751,0.09215246473254118,44
future_ret_6m,2020-12-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,4,Q4,0.8441286412444822,0.07933455742756465,43
future_ret_6m,2020-12-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,5,High,0.9099424650248554,0.10338241408089627,44
future_ret_6m,2021-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,1,Low,0.6376965882094542,0.24060193217061404,46
future_ret_6m,2021-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,2,Q2,0.7312465833106626,0.09683677289058995,46
future_ret_6m,2021-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,3,Q3,0.7864490088572625,0.07645414504550048,46
future_ret_6m,2021-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,4,Q4,0.8316533355333801,0.09531275180650697,46
future_ret_6m,2021-03-31 00:00:00,FAC_rank_vol_m6_n3_pairwise1,5,High,0.904161876735183,0.06264777177798195,46
