ret_col,date,sort_col,economic_group,group_label,sort_mean,portfolio_ret,n_funds
future_ret_6m,2008-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5441037191404341,,3
future_ret_6m,2008-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8177963798197441,,3
future_ret_6m,2008-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.13915222911792755,,4
future_ret_6m,2008-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.2640368930690037,,4
future_ret_6m,2008-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.3602352560757447,,4
future_ret_6m,2008-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5019085352256221,,4
future_ret_6m,2008-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.796000919287447,,4
future_ret_6m,2008-09-26,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.13169730938794086,0.15918099919430925,6
future_ret_6m,2008-09-26,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.36729235271371696,0.1260087594601686,5
future_ret_6m,2008-09-26,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.45809251030691944,0.13413795692584266,5
future_ret_6m,2008-09-26,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6246038448417044,0.09051948887767443,5
future_ret_6m,2008-09-26,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8415204556828945,0.08908152698873928,5
future_ret_6m,2008-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.11244332990118933,0.5802719031686261,7
future_ret_6m,2008-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.3174000077841112,0.5470011043743475,7
future_ret_6m,2008-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.4799660204766032,0.42258519416799706,7
future_ret_6m,2008-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6299797925651406,0.4799143000192479,7
future_ret_6m,2008-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8582287283033285,0.4649796257707312,7
future_ret_6m,2009-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.16604546397210238,0.19338294034008816,7
future_ret_6m,2009-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.2958544444162731,0.1848033144432849,6
future_ret_6m,2009-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.38248640115546767,0.18227418282753718,7
future_ret_6m,2009-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5891145275272783,0.21179746276687972,6
future_ret_6m,2009-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8166035753744352,0.16554978867954645,7
future_ret_6m,2009-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.1351764258385272,0.10112971327179537,9
future_ret_6m,2009-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.34198380873099976,0.10936159064044598,8
future_ret_6m,2009-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.4726550286948294,0.13130940120870935,8
future_ret_6m,2009-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.6260416501020937,0.1756874915287176,8
