factor,variable,FAC_rank_vol_m3_n6_pairwise1,CtrlRetSTR,CtrlRetLTM,CtrlVol,as_偏股混合型基金,Ctrl_log_fund_size,Ctrl_fund_age,FAC_rank_vol_m6_n3_pairwise1,FAC_rank_vol_m6_n6_pairwise1,FAC_rank_vol_m6_n12_pairwise1,FAC_rank_vol_m12_n6_pairwise1
FAC_rank_vol_m3_n6_pairwise1,FAC_rank_vol_m3_n6_pairwise1,1.0,0.09804315205241115,0.2641023311637661,-0.12789359148696403,-0.005495455128927628,0.06256348611775622,0.016895746603632477,,,,
FAC_rank_vol_m3_n6_pairwise1,CtrlRetSTR,0.09804315205241115,1.0,-0.032493808712298344,0.009038948821045629,-0.0005718528345464119,0.030540587434338465,-0.027274147338386394,,,,
FAC_rank_vol_m3_n6_pairwise1,CtrlRetLTM,0.2641023311637661,-0.032493808712298344,1.0,0.19124146244524545,-0.005696034632547406,0.08041823255278785,-0.0900752574392293,,,,
FAC_rank_vol_m3_n6_pairwise1,CtrlVol,-0.12789359148696403,0.009038948821045629,0.19124146244524545,1.0,-0.03924924166611044,-0.07272498273825309,-0.09540559866840033,,,,
FAC_rank_vol_m3_n6_pairwise1,as_偏股混合型基金,-0.005495455128927628,-0.0005718528345464119,-0.005696034632547406,-0.03924924166611044,1.0,0.32451016007650496,0.35072325240046764,,,,
FAC_rank_vol_m3_n6_pairwise1,Ctrl_log_fund_size,0.06256348611775622,0.030540587434338465,0.08041823255278785,-0.07272498273825309,0.32451016007650496,1.0,0.7579456565723082,,,,
FAC_rank_vol_m3_n6_pairwise1,Ctrl_fund_age,0.016895746603632477,-0.027274147338386394,-0.0900752574392293,-0.09540559866840033,0.35072325240046764,0.7579456565723082,1.0,,,,
FAC_rank_vol_m6_n3_pairwise1,FAC_rank_vol_m6_n3_pairwise1,,0.08061465438689615,0.11423521797848445,-0.2979696437874481,0.0015119259624269024,0.07075858174437162,0.025340615362512784,1.0,,,
FAC_rank_vol_m6_n3_pairwise1,CtrlRetSTR,,1.0,-0.032472017100761,0.011110738077231277,0.006613174162250343,0.028229755142095664,-0.028388712413040643,0.08061465438689615,,,
FAC_rank_vol_m6_n3_pairwise1,CtrlRetLTM,,-0.032472017100761,1.0,0.1930591095976318,-0.00864607157072392,0.07812008604781119,-0.09206889215087553,0.11423521797848445,,,
