estimate_date,forward_start,forward_end,year,fund_code,bucket,fund_forward_return,benchmark_5050_return,excess_vs_5050
2018-01-19,2018-01-26,2018-02-23,2018,327,correct,-0.004528941237801898,-0.08160752915715497,0.07707858791935307
2018-01-19,2018-01-26,2018-02-23,2018,916,correct,-0.05917436823737765,-0.08160752915715497,0.022433160919777317
2018-01-19,2018-01-26,2018-02-23,2018,1974,correct,-0.055290485545888335,-0.08160752915715497,0.026317043611266633
2018-01-19,2018-01-26,2018-02-23,2018,2228,correct,-0.013653352055008616,-0.08160752915715497,0.06795417710214635
2018-01-19,2018-01-26,2018-02-23,2018,2227,correct,-0.013046542807891304,-0.08160752915715497,0.06856098634926366
2018-01-19,2018-01-26,2018-02-23,2018,1882,correct,-0.08990865472358933,-0.08160752915715497,-0.008301125566434364
2018-01-19,2018-01-26,2018-02-23,2018,172,correct,-0.07987910421846467,-0.08160752915715497,0.0017284249386902983
2018-01-19,2018-01-26,2018-02-23,2018,2334,correct,-0.05004907762046018,-0.08160752915715497,0.03155845153669479
2018-01-19,2018-01-26,2018-02-23,2018,2335,correct,-0.050298926998865845,-0.08160752915715497,0.03130860215828912
2018-01-19,2018-01-26,2018-02-23,2018,1651,correct,-0.05250604388172475,-0.08160752915715497,0.029101485275430217
2018-01-19,2018-01-26,2018-02-23,2018,1008,correct,-0.06684571660635852,-0.08160752915715497,0.01476181255079645
2018-01-19,2018-01-26,2018-02-23,2018,251,correct,-0.07636701953843639,-0.08160752915715497,0.005240509618718581
2018-01-19,2018-01-26,2018-02-23,2018,308,wrong,-0.07393830302890714,-0.08160752915715497,0.00766922612824783
2018-01-19,2018-01-26,2018-02-23,2018,1039,wrong,-0.08784107355695547,-0.08160752915715497,-0.006233544399800506
2018-01-19,2018-01-26,2018-02-23,2018,594,wrong,-0.10032631358490796,-0.08160752915715497,-0.018718784427752988
2018-01-19,2018-01-26,2018-02-23,2018,1416,wrong,-0.07464632673883886,-0.08160752915715497,0.006961202418316104
2018-01-19,2018-01-26,2018-02-23,2018,1167,wrong,-0.07913855734302022,-0.08160752915715497,0.002468971814134746
2018-01-19,2018-01-26,2018-02-23,2018,1463,wrong,-0.10357485275989597,-0.08160752915715497,-0.021967323602741007
2018-01-19,2018-01-26,2018-02-23,2018,21,wrong,-0.0821238568236976,-0.08160752915715497,-0.0005163276665426375
2018-01-19,2018-01-26,2018-02-23,2018,1070,wrong,-0.08599540753576129,-0.08160752915715497,-0.004387878378606325
2018-01-19,2018-01-26,2018-02-23,2018,1166,wrong,-0.09575365918352574,-0.08160752915715497,-0.014146130026370773
2018-01-19,2018-01-26,2018-02-23,2018,1396,wrong,-0.08604611370150139,-0.08160752915715497,-0.0044385845443464245
2018-01-19,2018-01-26,2018-02-23,2018,339,wrong,-0.07900269806208893,-0.08160752915715497,0.0026048310950660403
2018-01-19,2018-01-26,2018-02-23,2018,828,wrong,-0.08483325325547308,-0.08160752915715497,-0.003225724098318117
2018-01-19,2018-01-26,2018-02-23,2018,3623,wrong,-0.06192433975289169,-0.08160752915715497,0.01968318940426328
2018-01-19,2018-01-26,2018-02-23,2018,3622,wrong,-0.06181219708828478,-0.08160752915715497,0.019795332068870186
2018-01-19,2018-01-26,2018-02-23,2018,1088,wrong,-0.07382316683407908,-0.08160752915715497,0.0077843623230758885
2018-02-23,2018-03-02,2018-03-23,2018,1319,correct,-0.04085801838610836,-0.04158342858688735,0.0007254102007789864
2018-02-23,2018-03-02,2018-03-23,2018,1421,correct,-0.047745358090185874,-0.04158342858688735,-0.006161929503298524
2018-02-23,2018-03-02,2018-03-23,2018,793,correct,-0.05840886203423967,-0.04158342858688735,-0.016825433447352323
2018-02-23,2018-03-02,2018-03-23,2018,1644,correct,-0.028033472803347004,-0.04158342858688735,0.013549955783540346
2018-02-23,2018-03-02,2018-03-23,2018,1070,correct,-0.04166666666666674,-0.04158342858688735,-8.32380797793908e-05
2018-02-23,2018-03-02,2018-03-23,2018,1126,correct,-0.029498525073746507,-0.04158342858688735,0.012084903513140843
2018-02-23,2018-03-02,2018-03-23,2018,985,correct,-0.0065306122448979265,-0.04158342858688735,0.03505281634198942
2018-02-23,2018-03-02,2018-03-23,2018,21,correct,-0.02842227378190243,-0.04158342858688735,0.01316115480498492
2018-02-23,2018-03-02,2018-03-23,2018,866,correct,-0.0483481063658342,-0.04158342858688735,-0.006764677778946848
2018-02-23,2018-03-02,2018-03-23,2018,513,correct,-0.0409930715935336,-0.04158342858688735,0.0005903569933537467
2018-02-23,2018-03-02,2018-03-23,2018,1521,correct,-0.021385799828913865,-0.04158342858688735,0.020197628757973485
2018-02-23,2018-03-02,2018-03-23,2018,1628,correct,-0.04337349397590351,-0.04158342858688735,-0.00179006538901616
2018-02-23,2018-03-02,2018-03-23,2018,1167,correct,-0.059171597633136175,-0.04158342858688735,-0.017588169046248825
2018-02-23,2018-03-02,2018-03-23,2018,1643,correct,-0.027705985733484817,-0.04158342858688735,0.013877442853402533
2018-02-23,2018-03-02,2018-03-23,2018,1009,correct,-0.018633540372670843,-0.04158342858688735,0.022949888214216507
2018-02-23,2018-03-02,2018-03-23,2018,308,correct,-0.026584867075664542,-0.04158342858688735,0.014998561511222808
2018-02-23,2018-03-02,2018-03-23,2018,1166,correct,-0.002666666666666595,-0.04158342858688735,0.038916761920220755
2018-02-23,2018-03-02,2018-03-23,2018,1463,correct,-0.0011001100110009654,-0.04158342858688735,0.040483318575886384
2018-02-23,2018-03-02,2018-03-23,2018,2595,correct,-0.05223880597014918,-0.04158342858688735,-0.010655377383261833
2018-02-23,2018-03-02,2018-03-23,2018,4221,correct,-0.046755059316119785,-0.04158342858688735,-0.005171630729232435
2018-02-23,2018-03-02,2018-03-23,2018,1039,correct,-0.014035087719298178,-0.04158342858688735,0.02754834086758917
2018-02-23,2018-03-02,2018-03-23,2018,1714,correct,-0.029139072847682357,-0.04158342858688735,0.012444355739204993
2018-02-23,2018-03-02,2018-03-23,2018,1637,correct,-0.022641509433962037,-0.04158342858688735,0.018941919152925313
2018-02-23,2018-03-02,2018-03-23,2018,1473,correct,-0.04662541372859397,-0.04158342858688735,-0.0050419851417066175
2018-02-23,2018-03-02,2018-03-23,2018,1672,correct,-0.017346053772766656,-0.04158342858688735,0.024237374814120694
2018-02-23,2018-03-02,2018-03-23,2018,1663,correct,-0.07468123861566489,-0.04158342858688735,-0.03309781002877754
2018-02-23,2018-03-02,2018-03-23,2018,3634,correct,-0.023093008455314368,-0.04158342858688735,0.018490420131572982
2018-02-23,2018-03-02,2018-03-23,2018,549,correct,-0.01669545192861266,-0.04158342858688735,0.02488797665827469
2018-02-23,2018-03-02,2018-03-23,2018,978,correct,-0.03328804347826109,-0.04158342858688735,0.008295385108626263
2018-02-23,2018-03-02,2018-03-23,2018,1105,correct,-0.06510416666666663,-0.04158342858688735,-0.02352073807977928
2018-02-23,2018-03-02,2018-03-23,2018,3623,correct,-0.04717320849837947,-0.04158342858688735,-0.005589779911492121
2018-02-23,2018-03-02,2018-03-23,2018,3622,correct,-0.04698589524750696,-0.04158342858688735,-0.005402466660619609
2018-02-23,2018-03-02,2018-03-23,2018,1028,correct,-0.01805555555555538,-0.04158342858688735,0.02352787303133197
2018-02-23,2018-03-02,2018-03-23,2018,1416,correct,-0.030487804878048697,-0.04158342858688735,0.011095623708838653
2018-02-23,2018-03-02,2018-03-23,2018,550,correct,-0.0585229911751044,-0.04158342858688735,-0.01693956258821705
2018-02-23,2018-03-02,2018-03-23,2018,1733,correct,-0.021677662582469392,-0.04158342858688735,0.019905766004417957
2018-02-23,2018-03-02,2018-03-23,2018,409,correct,-0.03343283582089562,-0.04158342858688735,0.008150592765991727
2018-02-23,2018-03-02,2018-03-23,2018,594,correct,-0.007960808328230096,-0.04158342858688735,0.033622620258657254
2018-02-23,2018-03-02,2018-03-23,2018,1195,correct,-0.0510366826156301,-0.04158342858688735,-0.009453254028742752
2018-02-23,2018-03-02,2018-03-23,2018,354,correct,-0.059476605868358345,-0.04158342858688735,-0.017893177281470996
2018-02-23,2018-03-02,2018-03-23,2018,1705,correct,-0.008910891089109363,-0.04158342858688735,0.03267253749777799
2018-02-23,2018-03-02,2018-03-23,2018,729,correct,-0.008990318118948681,-0.04158342858688735,0.03259311046793867
2018-02-23,2018-03-02,2018-03-23,2018,551,correct,-0.05317073170731712,-0.04158342858688735,-0.01158730312042977
2018-02-23,2018-03-02,2018-03-23,2018,778,correct,0.022651565622918035,-0.04158342858688735,0.06423499420980538
2018-02-23,2018-03-02,2018-03-23,2018,2952,correct,-0.0185426761088332,-0.04158342858688735,0.02304075247805415
2018-02-23,2018-03-02,2018-03-23,2018,39,correct,-0.04516227801592143,-0.04158342858688735,-0.003578849429034081
2018-02-23,2018-03-02,2018-03-23,2018,960,correct,0.056338028169014454,-0.04158342858688735,0.0979214567559018
2018-02-23,2018-03-02,2018-03-23,2018,3312,correct,-0.03533494584078256,-0.04158342858688735,0.006248482746104789
2018-02-23,2018-03-02,2018-03-23,2018,1291,correct,-0.03687635574837311,-0.04158342858688735,0.004707072838514237
2018-02-23,2018-03-02,2018-03-23,2018,339,correct,-0.020598006644518163,-0.04158342858688735,0.020985421942369187
2018-02-23,2018-03-02,2018-03-23,2018,1088,correct,-0.03765690376569053,-0.04158342858688735,0.0039265248211968196
2018-02-23,2018-03-02,2018-03-23,2018,1541,correct,-0.06180344478216815,-0.04158342858688735,-0.0202200161952808
2018-02-23,2018-03-02,2018-03-23,2018,1256,correct,-0.018298261665142035,-0.04158342858688735,0.023285166921745315
2018-02-23,2018-03-02,2018-03-23,2018,612,correct,0.006639427987742419,-0.04158342858688735,0.04822285657462977
2018-02-23,2018-03-02,2018-03-23,2018,867,wrong,-0.06610009442870646,-0.04158342858688735,-0.024516665841819107
2018-02-23,2018-03-02,2018-03-23,2018,1267,wrong,-0.04347826086956519,-0.04158342858688735,-0.0018948322826778385
2018-02-23,2018-03-02,2018-03-23,2018,3045,wrong,-0.0036318455509889436,-0.04158342858688735,0.037951583035898406
2018-02-23,2018-03-02,2018-03-23,2018,3044,wrong,-0.0032285632893358507,-0.04158342858688735,0.0383548652975515
2018-02-23,2018-03-02,2018-03-23,2018,1677,wrong,-0.06456346294937632,-0.04158342858688735,-0.022980034362488966
2018-02-23,2018-03-02,2018-03-23,2018,1703,wrong,-0.05610098176718081,-0.04158342858688735,-0.014517553180293463
2018-02-23,2018-03-02,2018-03-23,2018,1626,wrong,-0.060267857142857206,-0.04158342858688735,-0.018684428555969856
2018-02-23,2018-03-02,2018-03-23,2018,2908,wrong,-0.008670520231213952,-0.04158342858688735,0.0329129083556734
2018-02-23,2018-03-02,2018-03-23,2018,121,wrong,-0.0018726591760300781,-0.04158342858688735,0.03971076941085727
2018-02-23,2018-03-02,2018-03-23,2018,1189,wrong,0.0059880239520957446,-0.04158342858688735,0.047571452538983094
2018-02-23,2018-03-02,2018-03-23,2018,326,wrong,-0.004835589941972973,-0.04158342858688735,0.03674783864491438
2018-02-23,2018-03-02,2018-03-23,2018,1104,wrong,-0.008937437934458559,-0.04158342858688735,0.03264599065242879
2018-02-23,2018-03-02,2018-03-23,2018,1722,wrong,-0.004520795660036159,-0.04158342858688735,0.03706263292685119
2018-02-23,2018-03-02,2018-03-23,2018,327,wrong,-0.004500450045004323,-0.04158342858688735,0.03708297854188303
2018-02-23,2018-03-02,2018-03-23,2018,3161,wrong,-0.005274559668456247,-0.04158342858688735,0.0363088689184311
2018-02-23,2018-03-02,2018-03-23,2018,991,wrong,0.01995012468827939,-0.04158342858688735,0.06153355327516674
2018-02-23,2018-03-02,2018-03-23,2018,3813,wrong,-0.006342494714587699,-0.04158342858688735,0.03524093387229965
2018-02-23,2018-03-02,2018-03-23,2018,1358,wrong,-0.01605288007554284,-0.04158342858688735,0.02553054851134451
2018-02-23,2018-03-02,2018-03-23,2018,3295,wrong,-0.006033751296313561,-0.04158342858688735,0.03554967729057379
2018-02-23,2018-03-02,2018-03-23,2018,639,wrong,-0.014901960784313717,-0.04158342858688735,0.026681467802573633
2018-02-23,2018-03-02,2018-03-23,2018,3492,wrong,-0.05088094846039859,-0.04158342858688735,-0.00929751987351124
2018-02-23,2018-03-02,2018-03-23,2018,2668,wrong,0.0008680555555555802,-0.04158342858688735,0.04245148414244293
2018-02-23,2018-03-02,2018-03-23,2018,2660,wrong,0.0008944543828262042,-0.04158342858688735,0.042477882969713554
2018-02-23,2018-03-02,2018-03-23,2018,120,wrong,-0.06489881367759953,-0.04158342858688735,-0.023315385090712182
2018-02-23,2018-03-02,2018-03-23,2018,1043,wrong,-0.020758122743682494,-0.04158342858688735,0.020825305843204855
2018-02-23,2018-03-02,2018-03-23,2018,1721,wrong,-0.004708097928436961,-0.04158342858688735,0.03687533065845039
2018-02-23,2018-03-02,2018-03-23,2018,2000,wrong,-0.004690431519699834,-0.04158342858688735,0.036892997067187516
2018-02-23,2018-03-02,2018-03-23,2018,4259,wrong,-0.01308321308321303,-0.04158342858688735,0.02850021550367432
2018-02-23,2018-03-02,2018-03-23,2018,4258,wrong,-0.013070639115809968,-0.04158342858688735,0.028512789471077382
2018-02-23,2018-03-02,2018-03-23,2018,916,wrong,-0.0469591993841415,-0.04158342858688735,-0.0053757707972541535
2018-02-23,2018-03-02,2018-03-23,2018,1974,wrong,-0.047459893048128365,-0.04158342858688735,-0.0058764644612410155
2018-02-23,2018-03-02,2018-03-23,2018,1720,wrong,-0.0038461538461538325,-0.04158342858688735,0.03773727474073352
2018-02-23,2018-03-02,2018-03-23,2018,2061,wrong,-0.011201235998454795,-0.04158342858688735,0.030382192588432555
2018-02-23,2018-03-02,2018-03-23,2018,1054,wrong,-0.05045045045045049,-0.04158342858688735,-0.00886702186356314
2018-02-23,2018-03-02,2018-03-23,2018,367,wrong,-0.011196641007697683,-0.04158342858688735,0.030386787579189667
2018-02-23,2018-03-02,2018-03-23,2018,4232,wrong,-0.02336448598130858,-0.04158342858688735,0.01821894260557877
2018-02-23,2018-03-02,2018-03-23,2018,2767,wrong,-0.009933207741051553,-0.04158342858688735,0.0316502208458358
2018-02-23,2018-03-02,2018-03-23,2018,1882,wrong,-0.022836538461538547,-0.04158342858688735,0.018746890125348803
2018-02-23,2018-03-02,2018-03-23,2018,2006,wrong,-0.004428697962798878,-0.04158342858688735,0.03715473062408847
2018-02-23,2018-03-02,2018-03-23,2018,3331,wrong,0.003278688524590123,-0.04158342858688735,0.04486211711147747
2018-02-23,2018-03-02,2018-03-23,2018,2334,wrong,-0.018819188191881664,-0.04158342858688735,0.022764240395005686
2018-02-23,2018-03-02,2018-03-23,2018,2335,wrong,-0.01904903638663591,-0.04158342858688735,0.02253439220025144
2018-02-23,2018-03-02,2018-03-23,2018,172,wrong,-0.0596610169491526,-0.04158342858688735,-0.01807758836226525
2018-02-23,2018-03-02,2018-03-23,2018,591,wrong,-0.10903426791277282,-0.04158342858688735,-0.06745083932588547
2018-02-23,2018-03-02,2018-03-23,2018,1577,wrong,-0.07148530579825263,-0.04158342858688735,-0.02990187721136528
2018-02-23,2018-03-02,2018-03-23,2018,1878,wrong,-0.0624296962879638,-0.04158342858688735,-0.02084626770107645
2018-02-23,2018-03-02,2018-03-23,2018,979,wrong,-0.06649395509499123,-0.04158342858688735,-0.02491052650810388
2018-02-23,2018-03-02,2018-03-23,2018,2333,wrong,-0.041871165644171815,-0.04158342858688735,-0.0002877370572844651
2018-02-23,2018-03-02,2018-03-23,2018,2332,wrong,-0.04155271953813422,-0.04158342858688735,3.07090487531303e-05
2018-02-23,2018-03-02,2018-03-23,2018,1047,wrong,-0.08437500000000009,-0.04158342858688735,-0.04279157141311274
2018-02-23,2018-03-02,2018-03-23,2018,1651,wrong,-0.05103448275862088,-0.04158342858688735,-0.00945105417173353
2018-02-23,2018-03-02,2018-03-23,2018,1208,wrong,-0.03421052631578936,-0.04158342858688735,0.007372902271097992
2018-02-23,2018-03-02,2018-03-23,2018,1008,wrong,-0.07173356105892414,-0.04158342858688735,-0.030150132472036795
2018-02-23,2018-03-02,2018-03-23,2018,251,wrong,-0.0715402658326818,-0.04158342858688735,-0.029956837245794454
2018-03-23,2018-03-30,2018-04-27,2018,793,correct,-0.031857031857031815,-0.011317639427410042,-0.020539392429621772
2018-03-23,2018-03-30,2018-04-27,2018,21,correct,-0.00039637876192821775,-0.011317639427410042,0.010921260665481825
2018-03-23,2018-03-30,2018-04-27,2018,1039,correct,0.005707762557077611,-0.011317639427410042,0.017025401984487654
2018-03-23,2018-03-30,2018-04-27,2018,1521,correct,-0.006075817009265738,-0.011317639427410042,0.005241822418144304
2018-03-23,2018-03-30,2018-04-27,2018,1319,correct,-0.0068264682633480955,-0.011317639427410042,0.004491171164061947
2018-03-23,2018-03-30,2018-04-27,2018,985,correct,-0.05485156792247181,-0.011317639427410042,-0.04353392849506177
2018-03-23,2018-03-30,2018-04-27,2018,1463,correct,0.038702246742949864,-0.011317639427410042,0.050019886170359906
2018-03-23,2018-03-30,2018-04-27,2018,418,correct,0.012013929772394016,-0.011317639427410042,0.02333156919980406
2018-03-23,2018-03-30,2018-04-27,2018,1126,correct,0.016513178786916383,-0.011317639427410042,0.027830818214326425
2018-03-23,2018-03-30,2018-04-27,2018,1167,correct,0.04882895396843767,-0.011317639427410042,0.060146593395847714
2018-03-23,2018-03-30,2018-04-27,2018,1644,correct,0.0327343698749627,-0.011317639427410042,0.04405200930237274
2018-03-23,2018-03-30,2018-04-27,2018,1643,correct,0.033407045737219976,-0.011317639427410042,0.04472468516463002
2018-03-23,2018-03-30,2018-04-27,2018,1421,correct,0.025685865487506954,-0.011317639427410042,0.037003504914916996
2018-03-23,2018-03-30,2018-04-27,2018,1917,correct,0.0027128616483165224,-0.011317639427410042,0.014030501075726565
2018-03-23,2018-03-30,2018-04-27,2018,549,correct,0.04477322954118157,-0.011317639427410042,0.05609086896859161
2018-03-23,2018-03-30,2018-04-27,2018,1672,correct,-0.010560489819095187,-0.011317639427410042,0.0007571496083148554
2018-03-23,2018-03-30,2018-04-27,2018,4221,correct,-0.014835509606477837,-0.011317639427410042,-0.0035178701790677946
2018-03-23,2018-03-30,2018-04-27,2018,1637,correct,0.017848962764217102,-0.011317639427410042,0.029166602191627145
2018-03-23,2018-03-30,2018-04-27,2018,971,correct,0.07119187378328373,-0.011317639427410042,0.08250951321069377
2018-03-23,2018-03-30,2018-04-27,2018,1628,correct,0.06200563265078474,-0.011317639427410042,0.07332327207819478
2018-03-23,2018-03-30,2018-04-27,2018,866,correct,0.014138208770916316,-0.011317639427410042,0.02545584819832636
2018-03-23,2018-03-30,2018-04-27,2018,1166,correct,0.012859269397372808,-0.011317639427410042,0.02417690882478285
2018-03-23,2018-03-30,2018-04-27,2018,1028,correct,0.03781478691347395,-0.011317639427410042,0.049132426340883995
2018-03-23,2018-03-30,2018-04-27,2018,978,correct,0.03210867021819297,-0.011317639427410042,0.04342630964560301
2018-03-23,2018-03-30,2018-04-27,2018,3623,correct,0.019488181002959237,-0.011317639427410042,0.03080582043036928
2018-03-23,2018-03-30,2018-04-27,2018,3622,correct,0.019635990438578332,-0.011317639427410042,0.030953629865988375
2018-03-23,2018-03-30,2018-04-27,2018,1009,correct,0.00793302186905187,-0.011317639427410042,0.019250661296461913
2018-03-23,2018-03-30,2018-04-27,2018,513,correct,-0.012562567008338688,-0.011317639427410042,-0.0012449275809286453
2018-03-23,2018-03-30,2018-04-27,2018,1733,correct,0.019945864037512306,-0.011317639427410042,0.03126350346492235
2018-03-23,2018-03-30,2018-04-27,2018,1416,correct,-0.00807613290197673,-0.011317639427410042,0.003241506525433313
2018-03-23,2018-03-30,2018-04-27,2018,308,correct,-0.014235875861530967,-0.011317639427410042,-0.0029182364341209244
2018-03-23,2018-03-30,2018-04-27,2018,1105,correct,-0.001905079960228484,-0.011317639427410042,0.009412559467181558
2018-03-23,2018-03-30,2018-04-27,2018,3312,correct,0.011776557023201795,-0.011317639427410042,0.023094196450611837
2018-03-23,2018-03-30,2018-04-27,2018,729,correct,0.04654472675229249,-0.011317639427410042,0.05786236617970253
2018-03-23,2018-03-30,2018-04-27,2018,551,correct,-0.03427781055830137,-0.011317639427410042,-0.022960171130891327
2018-03-23,2018-03-30,2018-04-27,2018,409,correct,0.025665780718876707,-0.011317639427410042,0.03698342014628675
2018-03-23,2018-03-30,2018-04-27,2018,20,correct,0.010106690986139588,-0.011317639427410042,0.02142433041354963
2018-03-23,2018-03-30,2018-04-27,2018,2952,correct,0.02063694485610479,-0.011317639427410042,0.03195458428351483
2018-03-23,2018-03-30,2018-04-27,2018,1256,correct,0.04898074373547945,-0.011317639427410042,0.06029838316288949
2018-03-23,2018-03-30,2018-04-27,2018,1070,correct,-0.009469483719109717,-0.011317639427410042,0.0018481557083003253
2018-03-23,2018-03-30,2018-04-27,2018,4241,correct,0.06560328101199242,-0.011317639427410042,0.07692092043940246
2018-03-23,2018-03-30,2018-04-27,2018,1714,correct,0.018964724749557682,-0.011317639427410042,0.030282364176967724
2018-03-23,2018-03-30,2018-04-27,2018,1938,correct,0.06640825087864677,-0.011317639427410042,0.07772589030605681
2018-03-23,2018-03-30,2018-04-27,2018,1195,correct,-0.04134230806750572,-0.011317639427410042,-0.030024668640095675
2018-03-23,2018-03-30,2018-04-27,2018,1088,correct,-0.007565217391304224,-0.011317639427410042,0.003752422036105818
2018-03-23,2018-03-30,2018-04-27,2018,1705,correct,0.011764064395643148,-0.011317639427410042,0.02308170382305319
2018-03-23,2018-03-30,2018-04-27,2018,39,correct,0.024196159477583246,-0.011317639427410042,0.03551379890499329
2018-03-23,2018-03-30,2018-04-27,2018,778,correct,0.021891802354413237,-0.011317639427410042,0.03320944178182328
2018-03-23,2018-03-30,2018-04-27,2018,612,correct,0.03173205329534046,-0.011317639427410042,0.0430496927227505
2018-03-23,2018-03-30,2018-04-27,2018,1291,correct,-0.02179430279656769,-0.011317639427410042,-0.010476663369157646
2018-03-23,2018-03-30,2018-04-27,2018,31,correct,-0.01302321013025487,-0.011317639427410042,-0.0017055707028448275
2018-03-23,2018-03-30,2018-04-27,2018,1734,correct,-0.014249770916489268,-0.011317639427410042,-0.002932131489079226
2018-03-23,2018-03-30,2018-04-27,2018,2595,correct,0.03318712677693836,-0.011317639427410042,0.0445047662043484
2018-03-23,2018-03-30,2018-04-27,2018,1735,correct,-0.014242632348989148,-0.011317639427410042,-0.002924992921579106
2018-03-23,2018-03-30,2018-04-27,2018,339,correct,0.0734178418132192,-0.011317639427410042,0.08473548124062924
2018-03-23,2018-03-30,2018-04-27,2018,550,correct,-0.049313394423787904,-0.011317639427410042,-0.03799575499637786
2018-03-23,2018-03-30,2018-04-27,2018,1692,correct,0.05149737467717941,-0.011317639427410042,0.06281501410458945
2018-03-23,2018-03-30,2018-04-27,2018,756,correct,0.015537789758407916,-0.011317639427410042,0.02685542918581796
2018-03-23,2018-03-30,2018-04-27,2018,121,wrong,0.00749075845670899,-0.011317639427410042,0.018808397884119032
2018-03-23,2018-03-30,2018-04-27,2018,2908,wrong,0.009701385352605563,-0.011317639427410042,0.021019024780015605
2018-03-23,2018-03-30,2018-04-27,2018,2593,wrong,0.028789606545411184,-0.011317639427410042,0.040107245972821226
2018-03-23,2018-03-30,2018-04-27,2018,1104,wrong,0.0060257905408460655,-0.011317639427410042,0.017343429968256108
2018-03-23,2018-03-30,2018-04-27,2018,1825,wrong,0.020647283562309493,-0.011317639427410042,0.031964922989719535
2018-03-23,2018-03-30,2018-04-27,2018,1040,wrong,0.009568106312292324,-0.011317639427410042,0.020885745739702366
2018-03-23,2018-03-30,2018-04-27,2018,4076,wrong,-0.009575161009962696,-0.011317639427410042,0.0017424784174473462
2018-03-23,2018-03-30,2018-04-27,2018,326,wrong,0.0019436345966956647,-0.011317639427410042,0.013261274024105707
2018-03-23,2018-03-30,2018-04-27,2018,1677,wrong,-0.039047309531547225,-0.011317639427410042,-0.027729670104137183
2018-03-23,2018-03-30,2018-04-27,2018,1000,wrong,-0.003035013694573818,-0.011317639427410042,0.008282625732836224
2018-03-23,2018-03-30,2018-04-27,2018,1626,wrong,-0.008926429037772077,-0.011317639427410042,0.0023912103896379655
2018-03-23,2018-03-30,2018-04-27,2018,867,wrong,-0.01596093127268372,-0.011317639427410042,-0.004643291845273678
2018-03-23,2018-03-30,2018-04-27,2018,1722,wrong,-0.0018247723979684105,-0.011317639427410042,0.009492867029441632
2018-03-23,2018-03-30,2018-04-27,2018,1267,wrong,-0.003159448364927875,-0.011317639427410042,0.008158191062482167
2018-03-23,2018-03-30,2018-04-27,2018,327,wrong,-1.6335305004222533e-06,-0.011317639427410042,0.01131600589690962
2018-03-23,2018-03-30,2018-04-27,2018,1703,wrong,-0.015522477163756876,-0.011317639427410042,-0.004204837736346834
2018-03-23,2018-03-30,2018-04-27,2018,3161,wrong,0.0040718524442693305,-0.011317639427410042,0.015389491871679373
2018-03-23,2018-03-30,2018-04-27,2018,3813,wrong,0.009469567766868359,-0.011317639427410042,0.0207872071942784
2018-03-23,2018-03-30,2018-04-27,2018,3295,wrong,0.0027504786361791655,-0.011317639427410042,0.014068118063589208
2018-03-23,2018-03-30,2018-04-27,2018,1043,wrong,0.022725667247032177,-0.011317639427410042,0.03404330667444222
2018-03-23,2018-03-30,2018-04-27,2018,1721,wrong,-1.0730515619061798e-05,-0.011317639427410042,0.01130690891179098
2018-03-23,2018-03-30,2018-04-27,2018,2000,wrong,-0.0009496069337281421,-0.011317639427410042,0.0103680324936819
2018-03-23,2018-03-30,2018-04-27,2018,1358,wrong,-0.011549566891241647,-0.011317639427410042,-0.0002319274638316049
2018-03-23,2018-03-30,2018-04-27,2018,639,wrong,-0.011951563912677043,-0.011317639427410042,-0.0006339244852670012
2018-03-23,2018-03-30,2018-04-27,2018,4259,wrong,-0.003412455208445575,-0.011317639427410042,0.007905184218964467
2018-03-23,2018-03-30,2018-04-27,2018,4258,wrong,-0.003408723781048839,-0.011317639427410042,0.007908915646361203
2018-03-23,2018-03-30,2018-04-27,2018,3492,wrong,-0.011762991462866301,-0.011317639427410042,-0.000445352035456259
2018-03-23,2018-03-30,2018-04-27,2018,916,wrong,-0.013110827566301664,-0.011317639427410042,-0.0017931881388916215
2018-03-23,2018-03-30,2018-04-27,2018,4232,wrong,-0.005913595226644031,-0.011317639427410042,0.005404044200766012
2018-03-23,2018-03-30,2018-04-27,2018,1882,wrong,-0.005272663199173411,-0.011317639427410042,0.0060449762282366315
2018-03-23,2018-03-30,2018-04-27,2018,1720,wrong,-0.0019379556059091474,-0.011317639427410042,0.009379683821500895
2018-03-23,2018-03-30,2018-04-27,2018,4083,wrong,-0.008190615337244966,-0.011317639427410042,0.003127024090165076
2018-03-23,2018-03-30,2018-04-27,2018,1974,wrong,-0.007119074281448423,-0.011317639427410042,0.004198565145961619
2018-03-23,2018-03-30,2018-04-27,2018,2419,wrong,-0.00653418766186975,-0.011317639427410042,0.004783451765540292
2018-03-23,2018-03-30,2018-04-27,2018,2061,wrong,-0.0007815552950372062,-0.011317639427410042,0.010536084132372836
2018-03-23,2018-03-30,2018-04-27,2018,367,wrong,-1.1102230246251565e-16,-0.011317639427410042,0.011317639427409931
2018-03-23,2018-03-30,2018-04-27,2018,1583,wrong,0.009557242909645769,-0.011317639427410042,0.02087488233705581
2018-03-23,2018-03-30,2018-04-27,2018,1054,wrong,0.02251469641190562,-0.011317639427410042,0.033832335839315664
2018-03-23,2018-03-30,2018-04-27,2018,2334,wrong,-0.0010670519730680006,-0.011317639427410042,0.010250587454342042
2018-03-23,2018-03-30,2018-04-27,2018,2335,wrong,-0.001382813102692615,-0.011317639427410042,0.009934826324717427
2018-03-23,2018-03-30,2018-04-27,2018,4130,wrong,-0.009600153356940533,-0.011317639427410042,0.0017174860704695094
