estimate_date,forward_start,forward_end,year,fund_code,bucket,fund_forward_return,benchmark_5050_return,excess_vs_5050
2013-06-07,2013-06-14,2013-07-05,2013,31,correct,0.005555555555555536,-0.09182112372180495,0.09737667927736049
2013-06-07,2013-06-14,2013-07-05,2013,61,wrong,-0.08133333333333348,-0.09182112372180495,0.010487790388471474
2013-07-05,2013-07-12,2013-08-02,2013,31,correct,0.05603788476716676,0.01540159071718139,0.040636294049985366
2013-07-05,2013-07-12,2013-08-02,2013,61,wrong,0.021770682148040343,0.01540159071718139,0.006369091430858953
2013-08-02,2013-08-09,2013-08-30,2013,61,correct,0.019886363636363757,0.040003555657704304,-0.020117192021340546
2013-08-02,2013-08-09,2013-08-30,2013,31,wrong,-0.007473841554558769,0.040003555657704304,-0.04747739721226307
2013-08-30,2013-09-06,2013-10-11,2013,21,correct,0.0799717473752295,0.08222233075943808,-0.002250583384208582
2013-08-30,2013-09-06,2013-10-11,2013,31,wrong,0.05210689524920542,0.08222233075943808,-0.030115435510232658
2014-08-29,2014-09-05,2014-09-26,2014,172,correct,0.059563758389261645,0.04145639694436509,0.018107361444896553
2014-08-29,2014-09-05,2014-09-26,2014,61,wrong,0.04687500000000022,0.04145639694436509,0.0054186030556351295
2014-09-26,2014-10-10,2014-10-31,2014,172,correct,0.03930817610062909,0.024717264718008947,0.014590911382620142
2014-09-26,2014-10-10,2014-10-31,2014,20,wrong,0.0338164251207731,0.024717264718008947,0.00909916040276415
2014-10-31,2014-11-07,2014-11-28,2014,172,correct,0.10287443267776086,0.09732820013004151,0.005546232547719354
2014-10-31,2014-11-07,2014-11-28,2014,20,wrong,0.05700934579439232,0.09732820013004151,-0.04031885433564919
2014-11-28,2014-12-05,2014-12-26,2014,172,correct,0.1783264746227704,0.17947967502548146,-0.001153200402711052
2014-11-28,2014-12-05,2014-12-26,2014,251,correct,0.17340067340067367,0.17947967502548146,-0.006079001624807789
2014-11-28,2014-12-05,2014-12-26,2014,20,wrong,0.04597701149425304,0.17947967502548146,-0.13350266353122842
2014-11-28,2014-12-05,2014-12-26,2014,61,wrong,0.05862068965517242,0.17947967502548146,-0.12085898537030904
2014-12-26,2015-01-09,2015-01-30,2015,61,correct,0.05092091007583943,-0.01905846505301334,0.06997937512885277
2014-12-26,2015-01-09,2015-01-30,2015,251,wrong,0.02637562528422044,-0.01905846505301334,0.04543409033723378
2015-01-30,2015-02-06,2015-03-06,2015,21,correct,0.04384019674894457,0.0016443713468643484,0.04219582540208022
2015-01-30,2015-02-06,2015-03-06,2015,251,wrong,0.0027341738615001,0.0016443713468643484,0.0010898025146357515
2015-03-06,2015-03-13,2015-04-03,2015,21,correct,0.26459390862944177,0.21649852482817322,0.04809538380126854
2015-03-06,2015-03-13,2015-04-03,2015,251,wrong,0.17973148549155504,0.21649852482817322,-0.03676703933661818
2015-04-03,2015-04-10,2015-05-08,2015,172,correct,0.06921909479710231,0.06744614113393355,0.0017729536631687637
2015-04-03,2015-04-10,2015-05-08,2015,251,correct,0.038828887015942115,0.06744614113393355,-0.02861725411799143
2015-04-03,2015-04-10,2015-05-08,2015,294,wrong,0.12701518399334266,0.06744614113393355,0.059569042859409116
2015-04-03,2015-04-10,2015-05-08,2015,21,wrong,0.08689682636316043,0.06744614113393355,0.019450685229226883
2015-05-08,2015-05-15,2015-06-05,2015,550,correct,0.28040786598689005,0.19392375243080973,0.08648411355608032
2015-05-08,2015-05-15,2015-06-05,2015,251,wrong,0.12568493150684934,0.19392375243080973,-0.06823882092396039
2015-06-05,2015-06-12,2015-07-03,2015,577,correct,-0.1899416255051638,-0.25442039405440464,0.06447876854924084
2015-06-05,2015-06-12,2015-07-03,2015,172,correct,-0.22648401826484021,-0.25442039405440464,0.027936375789564427
2015-06-05,2015-06-12,2015-07-03,2015,251,correct,-0.2540310313355645,-0.25442039405440464,0.00038936271884015827
2015-06-05,2015-06-12,2015-07-03,2015,550,wrong,-0.31058020477815684,-0.25442039405440464,-0.0561598107237522
2015-06-05,2015-06-12,2015-07-03,2015,432,wrong,-0.36949293433083963,-0.25442039405440464,-0.11507254027643499
2015-06-05,2015-06-12,2015-07-03,2015,82,wrong,-0.283526490066225,-0.25442039405440464,-0.029106096011820348
2015-07-03,2015-07-10,2015-07-31,2015,547,correct,0.05203349282296621,-0.005800089596449398,0.05783358241941561
2015-07-03,2015-07-10,2015-07-31,2015,409,correct,-0.015424164524421635,-0.005800089596449398,-0.009624074927972237
2015-07-03,2015-07-10,2015-07-31,2015,354,correct,0.043927648578811374,-0.005800089596449398,0.04972773817526077
2015-07-03,2015-07-10,2015-07-31,2015,82,correct,0.0034662045060658286,-0.005800089596449398,0.009266294102515227
2015-07-03,2015-07-10,2015-07-31,2015,31,correct,0.024120603015075348,-0.005800089596449398,0.029920692611524746
2015-07-03,2015-07-10,2015-07-31,2015,577,correct,0.012195121951219745,-0.005800089596449398,0.017995211547669143
2015-07-03,2015-07-10,2015-07-31,2015,339,correct,0.029710711493354358,-0.005800089596449398,0.035510801089803756
2015-07-03,2015-07-10,2015-07-31,2015,172,correct,-0.007674144037780328,-0.005800089596449398,-0.0018740544413309301
2015-07-03,2015-07-10,2015-07-31,2015,251,correct,0.0032626427406197145,-0.005800089596449398,0.009062732337069113
2015-07-03,2015-07-10,2015-07-31,2015,127,wrong,-0.03184470946460294,-0.005800089596449398,-0.02604461986815354
2015-07-03,2015-07-10,2015-07-31,2015,411,wrong,0.013324450366422269,-0.005800089596449398,0.019124539962871667
2015-07-03,2015-07-10,2015-07-31,2015,589,wrong,-0.0034176349965823194,-0.005800089596449398,0.0023824545998670787
2015-07-03,2015-07-10,2015-07-31,2015,551,wrong,-0.006984866123399325,-0.005800089596449398,-0.0011847765269499266
2015-07-03,2015-07-10,2015-07-31,2015,550,wrong,-0.014438943894389489,-0.005800089596449398,-0.00863885429794009
2015-07-03,2015-07-10,2015-07-31,2015,532,wrong,-0.06477483035163467,-0.005800089596449398,-0.05897474075518527
2015-07-03,2015-07-10,2015-07-31,2015,308,wrong,0.06894484412470003,-0.005800089596449398,0.07474493372114943
2015-07-03,2015-07-10,2015-07-31,2015,294,wrong,-0.010759493670886133,-0.005800089596449398,-0.004959404074436735
2015-07-03,2015-07-10,2015-07-31,2015,209,wrong,0.015209125475285079,-0.005800089596449398,0.021009215071734477
2015-07-31,2015-08-07,2015-08-28,2015,547,correct,0.0005685048322912056,-0.10971843779691914,0.11028694262921035
2015-07-31,2015-08-07,2015-08-28,2015,354,correct,-0.032178217821782096,-0.10971843779691914,0.07754021997513705
2015-07-31,2015-08-07,2015-08-28,2015,339,correct,-0.028094153378891207,-0.10971843779691914,0.08162428441802794
2015-07-31,2015-08-07,2015-08-28,2015,577,correct,-0.07119386637458935,-0.10971843779691914,0.03852457142232979
2015-07-31,2015-08-07,2015-08-28,2015,31,correct,-0.06526005888125586,-0.10971843779691914,0.04445837891566329
2015-07-31,2015-08-07,2015-08-28,2015,251,correct,-0.10203252032520338,-0.10971843779691914,0.007685917471715764
2015-07-31,2015-08-07,2015-08-28,2015,172,correct,-0.12254610350981554,-0.10971843779691914,-0.012827665712896397
2015-07-31,2015-08-07,2015-08-28,2015,82,wrong,-0.1024755325273462,-0.10971843779691914,0.007242905269572941
2015-07-31,2015-08-07,2015-08-28,2015,20,wrong,-0.10744264129826508,-0.10971843779691914,0.002275796498654059
2015-07-31,2015-08-07,2015-08-28,2015,21,wrong,-0.11062906724511934,-0.10971843779691914,-0.0009106294482001953
2015-07-31,2015-08-07,2015-08-28,2015,127,wrong,-0.1004455510418032,-0.10971843779691914,0.00927288675511595
2015-07-31,2015-08-07,2015-08-28,2015,457,wrong,-0.07836045810729353,-0.10971843779691914,0.031357979689625615
2015-07-31,2015-08-07,2015-08-28,2015,592,wrong,-0.1270447110141768,-0.10971843779691914,-0.01732627321725766
2015-07-31,2015-08-07,2015-08-28,2015,57,wrong,-0.13887240356083086,-0.10971843779691914,-0.029153965763911716
2015-08-28,2015-09-11,2015-10-09,2015,82,correct,0.06417809933337848,0.00802187385398434,0.05615622547939414
2015-08-28,2015-09-11,2015-10-09,2015,20,correct,0.09898031195541024,0.00802187385398434,0.0909584381014259
2015-08-28,2015-09-11,2015-10-09,2015,589,correct,0.060964810067583475,0.00802187385398434,0.052942936213599134
2015-08-28,2015-09-11,2015-10-09,2015,550,correct,0.10134376025650771,0.00802187385398434,0.09332188640252337
2015-08-28,2015-09-11,2015-10-09,2015,532,correct,0.09744759697009275,0.00802187385398434,0.08942572311610841
2015-08-28,2015-09-11,2015-10-09,2015,61,correct,0.076782018549856,0.00802187385398434,0.06876014469587166
2015-08-28,2015-09-11,2015-10-09,2015,591,correct,0.030478607953500436,0.00802187385398434,0.022456734099516096
2015-08-28,2015-09-11,2015-10-09,2015,592,correct,0.12166729784349872,0.00802187385398434,0.11364542398951438
2015-08-28,2015-09-11,2015-10-09,2015,21,wrong,0.09419745222929943,0.00802187385398434,0.08617557837531509
2015-08-28,2015-09-11,2015-10-09,2015,547,wrong,0.10523499760637556,0.00802187385398434,0.09721312375239122
2015-08-28,2015-09-11,2015-10-09,2015,354,wrong,0.1247847131521882,0.00802187385398434,0.11676283929820386
2015-08-28,2015-09-11,2015-10-09,2015,339,wrong,0.06141126666107799,0.00802187385398434,0.05338939280709365
2015-08-28,2015-09-11,2015-10-09,2015,577,wrong,0.02173722381514609,0.00802187385398434,0.013715349961161749
2015-08-28,2015-09-11,2015-10-09,2015,31,wrong,0.012451677133155759,0.00802187385398434,0.004429803279171418
2015-08-28,2015-09-11,2015-10-09,2015,172,wrong,0.027434842249657088,0.00802187385398434,0.019412968395672747
2015-08-28,2015-09-11,2015-10-09,2015,251,wrong,0.03301994301994249,0.00802187385398434,0.024998069165958148
2015-10-09,2015-10-16,2015-11-06,2015,82,correct,0.14394419784400792,0.11698916182731223,0.026955036016695688
2015-10-09,2015-10-16,2015-11-06,2015,20,correct,0.133663366336634,0.11698916182731223,0.016674204509321777
2015-10-09,2015-10-16,2015-11-06,2015,550,correct,0.15976331360946738,0.11698916182731223,0.042774151782155156
2015-10-09,2015-10-16,2015-11-06,2015,532,correct,0.18434913468773506,0.11698916182731223,0.06735997286042283
2015-10-09,2015-10-16,2015-11-06,2015,432,correct,0.16969696969696968,0.11698916182731223,0.05270780786965745
2015-10-09,2015-10-16,2015-11-06,2015,308,correct,0.11406423034330015,0.11698916182731223,-0.002924931484012072
2015-10-09,2015-10-16,2015-11-06,2015,127,correct,0.17709654686398846,0.11698916182731223,0.06010738503667623
2015-10-09,2015-10-16,2015-11-06,2015,57,correct,0.17946974847042818,0.11698916182731223,0.062480586643115954
2015-10-09,2015-10-16,2015-11-06,2015,61,correct,0.1563451776649749,0.11698916182731223,0.03935601583766268
2015-10-09,2015-10-16,2015-11-06,2015,411,wrong,0.13533284564740322,0.11698916182731223,0.018343683820090995
2015-10-09,2015-10-16,2015-11-06,2015,457,wrong,0.1083172147001934,0.11698916182731223,-0.008671947127118829
2015-10-09,2015-10-16,2015-11-06,2015,547,wrong,0.12107623318385619,0.11698916182731223,0.004087071356543959
2015-10-09,2015-10-16,2015-11-06,2015,354,wrong,0.12984615384615394,0.11698916182731223,0.012856992018841717
2015-10-09,2015-10-16,2015-11-06,2015,339,wrong,0.0942201108471894,0.11698916182731223,-0.02276905098012283
2015-10-09,2015-10-16,2015-11-06,2015,577,wrong,0.10183540556542314,0.11698916182731223,-0.015153756261889084
2015-10-09,2015-10-16,2015-11-06,2015,31,wrong,0.10411105178857483,0.11698916182731223,-0.0128781100387374
2015-10-09,2015-10-16,2015-11-06,2015,251,wrong,0.18721872187218724,0.11698916182731223,0.07022956004487502
2015-10-09,2015-10-16,2015-11-06,2015,172,wrong,0.14352469959946612,0.11698916182731223,0.026535537772153894
2015-11-06,2015-11-13,2015-12-04,2015,82,correct,0.003325942350332234,0.000432903016534425,0.002893039333797809
2015-11-06,2015-11-13,2015-12-04,2015,20,correct,0.03657205240174677,0.000432903016534425,0.036139149385212344
2015-11-06,2015-11-13,2015-12-04,2015,589,correct,0.023361453601557836,0.000432903016534425,0.02292855058502341
2015-11-06,2015-11-13,2015-12-04,2015,532,correct,0.013977128335450839,0.000432903016534425,0.013544225318916414
2015-11-06,2015-11-13,2015-12-04,2015,120,correct,0.01973220577871726,0.000432903016534425,0.019299302762182835
2015-11-06,2015-11-13,2015-12-04,2015,61,correct,0.05355575065847229,0.000432903016534425,0.053122847641937865
2015-11-06,2015-11-13,2015-12-04,2015,57,correct,-0.03458213256484166,0.000432903016534425,-0.035015035581376086
2015-11-06,2015-11-13,2015-12-04,2015,21,correct,0.026483050847457834,0.000432903016534425,0.02605014783092341
2015-11-06,2015-11-13,2015-12-04,2015,591,correct,-0.023117960877297117,0.000432903016534425,-0.023550863893831542
2015-11-06,2015-11-13,2015-12-04,2015,411,correct,0.025128865979381354,0.000432903016534425,0.02469596296284693
2015-11-06,2015-11-13,2015-12-04,2015,592,correct,0.042950985346134285,0.000432903016534425,0.04251808232959986
2015-11-06,2015-11-13,2015-12-04,2015,409,wrong,-0.013051584835301222,0.000432903016534425,-0.013484487851835647
2015-11-06,2015-11-13,2015-12-04,2015,432,wrong,0.03950777202072553,0.000432903016534425,0.039074869004191104
2015-11-06,2015-11-13,2015-12-04,2015,756,wrong,0.0028248587570620654,0.000432903016534425,0.0023919557405276404
2015-11-06,2015-11-13,2015-12-04,2015,547,wrong,0.04150000000000009,0.000432903016534425,0.04106709698346567
2015-11-06,2015-11-13,2015-12-04,2015,354,wrong,0.04738562091503251,0.000432903016534425,0.046952717898498086
2015-11-06,2015-11-13,2015-12-04,2015,339,wrong,0.016642547033285382,0.000432903016534425,0.016209644016750957
2015-11-06,2015-11-13,2015-12-04,2015,577,wrong,0.00161203653949471,0.000432903016534425,0.001179133522960285
2015-11-06,2015-11-13,2015-12-04,2015,31,wrong,-0.012572533849129597,0.000432903016534425,-0.013005436865664022
2015-11-06,2015-11-13,2015-12-04,2015,751,wrong,-0.005050505050505083,0.000432903016534425,-0.005483408067039508
2015-11-06,2015-11-13,2015-12-04,2015,251,wrong,-0.0030326004548901775,0.000432903016534425,-0.0034655034714246025
2015-11-06,2015-11-13,2015-12-04,2015,172,wrong,0.0029188558085231353,0.000432903016534425,0.0024859527919887103
2015-12-04,2015-12-11,2016-01-08,2016,411,correct,-0.11253953140465078,-0.059100652868388504,-0.05343887853626228
2015-12-04,2015-12-11,2016-01-08,2016,591,correct,-0.07695947341681697,-0.059100652868388504,-0.017858820548428467
2015-12-04,2015-12-11,2016-01-08,2016,547,correct,-0.07213838377036275,-0.059100652868388504,-0.013037730901974243
2015-12-04,2015-12-11,2016-01-08,2016,354,correct,-0.10222705025103307,-0.059100652868388504,-0.043126397382644566
2015-12-04,2015-12-11,2016-01-08,2016,339,correct,-0.059490649209905766,-0.059100652868388504,-0.0003899963415172625
2015-12-04,2015-12-11,2016-01-08,2016,577,correct,-0.03491319168477025,-0.059100652868388504,0.024187461183618253
2015-12-04,2015-12-11,2016-01-08,2016,31,correct,-0.03329472742963935,-0.059100652868388504,0.025805925438749155
2015-12-04,2015-12-11,2016-01-08,2016,751,correct,-0.0627639848351842,-0.059100652868388504,-0.003663331966795691
2015-12-04,2015-12-11,2016-01-08,2016,251,correct,-0.04745860969496518,-0.059100652868388504,0.011642043173423322
2015-12-04,2015-12-11,2016-01-08,2016,172,correct,-0.03585564610011627,-0.059100652868388504,0.023245006768272236
2015-12-04,2015-12-11,2016-01-08,2016,82,wrong,-0.0634229838996514,-0.059100652868388504,-0.004322331031262894
2015-12-04,2015-12-11,2016-01-08,2016,746,wrong,-0.1262990352386748,-0.059100652868388504,-0.0671983823702863
2015-12-04,2015-12-11,2016-01-08,2016,589,wrong,-0.09954712189450698,-0.059100652868388504,-0.04044646902611848
2015-12-04,2015-12-11,2016-01-08,2016,532,wrong,-0.06245660735690162,-0.059100652868388504,-0.003355954488513113
2015-12-04,2015-12-11,2016-01-08,2016,432,wrong,-0.05089248375585609,-0.059100652868388504,0.008208169112532415
2015-12-04,2015-12-11,2016-01-08,2016,308,wrong,-0.046210992361182535,-0.059100652868388504,0.012889660507205969
2015-12-04,2015-12-11,2016-01-08,2016,61,wrong,-0.11259449465899762,-0.059100652868388504,-0.05349384179060912
2015-12-04,2015-12-11,2016-01-08,2016,409,wrong,-0.07157941866672513,-0.059100652868388504,-0.012478765798336622
2015-12-04,2015-12-11,2016-01-08,2016,803,wrong,-0.10902402952290635,-0.059100652868388504,-0.04992337665451785
2015-12-04,2015-12-11,2016-01-08,2016,756,wrong,-0.12176723708588144,-0.059100652868388504,-0.06266658421749294
2016-01-08,2016-01-15,2016-02-05,2016,21,correct,-0.11599297012302301,-0.11334689138441523,-0.002646078738607782
2016-01-08,2016-01-15,2016-02-05,2016,711,correct,-0.09225957779515259,-0.11334689138441523,0.021087313589262635
2016-01-08,2016-01-15,2016-02-05,2016,20,correct,-0.09729064039408875,-0.11334689138441523,0.01605625099032648
2016-01-08,2016-01-15,2016-02-05,2016,432,correct,-0.0978695073235687,-0.11334689138441523,0.015477384060846533
2016-01-08,2016-01-15,2016-02-05,2016,803,correct,-0.1317944899478779,-0.11334689138441523,-0.018447598563462675
2016-01-08,2016-01-15,2016-02-05,2016,547,correct,-0.0881427072402935,-0.11334689138441523,0.025204184144121733
2016-01-08,2016-01-15,2016-02-05,2016,761,correct,-0.07096171802054163,-0.11334689138441523,0.042385173363873596
2016-01-08,2016-01-15,2016-02-05,2016,756,correct,-0.1215559157212317,-0.11334689138441523,-0.008209024336816473
2016-01-08,2016-01-15,2016-02-05,2016,550,correct,-0.08580274214949157,-0.11334689138441523,0.027544149234923654
2016-01-08,2016-01-15,2016-02-05,2016,746,correct,-0.09343065693430663,-0.11334689138441523,0.019916234450108594
2016-01-08,2016-01-15,2016-02-05,2016,729,correct,-0.10589013898080724,-0.11334689138441523,0.007456752403607991
2016-01-08,2016-01-15,2016-02-05,2016,688,correct,-0.11217948717948711,-0.11334689138441523,0.001167404204928113
2016-01-08,2016-01-15,2016-02-05,2016,551,correct,-0.09521061742642822,-0.11334689138441523,0.018136273957987004
2016-01-08,2016-01-15,2016-02-05,2016,524,correct,-0.07692307692307698,-0.11334689138441523,0.036423814461338244
2016-01-08,2016-01-15,2016-02-05,2016,120,wrong,-0.0618556701030929,-0.11334689138441523,0.05149122128132233
2016-01-08,2016-01-15,2016-02-05,2016,209,wrong,-0.09701101206082852,-0.11334689138441523,0.01633587932358671
2016-01-08,2016-01-15,2016-02-05,2016,778,wrong,-0.11585807385952196,-0.11334689138441523,-0.0025111824751067324
2016-01-08,2016-01-15,2016-02-05,2016,57,wrong,-0.07244501940491599,-0.11334689138441523,0.04090187197949924
2016-01-08,2016-01-15,2016-02-05,2016,409,wrong,-0.10413793103448288,-0.11334689138441523,0.009208960349932349
2016-01-08,2016-01-15,2016-02-05,2016,82,wrong,-0.09994015559545188,-0.11334689138441523,0.013406735788963342
2016-01-08,2016-01-15,2016-02-05,2016,354,wrong,-0.0789252728799329,-0.11334689138441523,0.03442161850448233
2016-01-08,2016-01-15,2016-02-05,2016,339,wrong,-0.07902735562310037,-0.11334689138441523,0.03431953576131486
2016-01-08,2016-01-15,2016-02-05,2016,577,wrong,-0.08653846153846156,-0.11334689138441523,0.026808429845953663
2016-01-08,2016-01-15,2016-02-05,2016,31,wrong,-0.10217842323651427,-0.11334689138441523,0.011168468147900956
2016-01-08,2016-01-15,2016-02-05,2016,751,wrong,-0.09128345916266312,-0.11334689138441523,0.02206343222175211
2016-01-08,2016-01-15,2016-02-05,2016,828,wrong,-0.1344827586206896,-0.11334689138441523,-0.021135867236274364
2016-01-08,2016-01-15,2016-02-05,2016,251,wrong,-0.13579734219269113,-0.11334689138441523,-0.0224504508082759
2016-01-08,2016-01-15,2016-02-05,2016,172,wrong,-0.1188118811881188,-0.11334689138441523,-0.005464989803703579
2016-02-05,2016-02-19,2016-03-11,2016,61,correct,-0.06364617044228715,0.008487478401180137,-0.07213364884346729
2016-02-05,2016-02-19,2016-03-11,2016,803,correct,-0.012006861063464935,0.008487478401180137,-0.020494339464645073
2016-02-05,2016-02-19,2016-03-11,2016,409,correct,-0.030792917628945093,0.008487478401180137,-0.03928039603012523
2016-02-05,2016-02-19,2016-03-11,2016,592,correct,-0.014860681114550967,0.008487478401180137,-0.023348159515731104
2016-02-05,2016-02-19,2016-03-11,2016,127,correct,-0.0560635386771674,0.008487478401180137,-0.06455101707834754
2016-02-05,2016-02-19,2016-03-11,2016,513,correct,-0.13065693430656955,0.008487478401180137,-0.1391444127077497
2016-02-05,2016-02-19,2016-03-11,2016,866,correct,-0.05009451795841213,0.008487478401180137,-0.05858199635959227
2016-02-05,2016-02-19,2016-03-11,2016,729,correct,-0.02960769800148033,0.008487478401180137,-0.03809517640266047
2016-02-05,2016-02-19,2016-03-11,2016,432,correct,-0.04280442804428064,0.008487478401180137,-0.05129190644546078
2016-02-05,2016-02-19,2016-03-11,2016,354,correct,-0.034639927073837784,0.008487478401180137,-0.04312740547501792
2016-02-05,2016-02-19,2016-03-11,2016,828,correct,-0.050464807436918946,0.008487478401180137,-0.05895228583809908
2016-02-05,2016-02-19,2016-03-11,2016,339,correct,-0.05940594059405946,0.008487478401180137,-0.0678934189952396
2016-02-05,2016-02-19,2016-03-11,2016,31,correct,-0.006932409012131435,0.008487478401180137,-0.015419887413311573
2016-02-05,2016-02-19,2016-03-11,2016,577,correct,-0.007430340557275539,0.008487478401180137,-0.015917818958455676
2016-02-05,2016-02-19,2016-03-11,2016,751,correct,-0.028700906344410804,0.008487478401180137,-0.03718838474559094
2016-02-05,2016-02-19,2016-03-11,2016,251,correct,0.0168188370975495,0.008487478401180137,0.008331358696369362
2016-02-05,2016-02-19,2016-03-11,2016,894,correct,0.004681647940074862,0.008487478401180137,-0.003805830461105275
2016-02-05,2016-02-19,2016-03-11,2016,172,correct,0.015449438202247201,0.008487478401180137,0.006961959801067064
2016-02-05,2016-02-19,2016-03-11,2016,82,wrong,-0.021276595744681104,0.008487478401180137,-0.02976407414586124
2016-02-05,2016-02-19,2016-03-11,2016,761,wrong,-0.06733668341708543,0.008487478401180137,-0.07582416181826557
2016-02-05,2016-02-19,2016-03-11,2016,793,wrong,-0.0948905109489051,0.008487478401180137,-0.10337798935008524
2016-02-05,2016-02-19,2016-03-11,2016,831,wrong,-0.04774083546462082,0.008487478401180137,-0.05622831386580096
2016-02-05,2016-02-19,2016-03-11,2016,854,wrong,-0.054610564010743046,0.008487478401180137,-0.06309804241192318
2016-02-05,2016-02-19,2016-03-11,2016,893,wrong,-0.1023965141612202,0.008487478401180137,-0.11088399256240034
2016-02-05,2016-02-19,2016-03-11,2016,21,wrong,-0.03379721669980118,0.008487478401180137,-0.04228469510098132
2016-02-05,2016-02-19,2016-03-11,2016,57,wrong,-0.07391910739191054,0.008487478401180137,-0.08240658579309068
2016-02-05,2016-02-19,2016-03-11,2016,117,wrong,-0.0625,0.008487478401180137,-0.07098747840118014
2016-02-05,2016-02-19,2016-03-11,2016,120,wrong,-0.0566356720202873,0.008487478401180137,-0.06512315042146744
2016-02-05,2016-02-19,2016-03-11,2016,209,wrong,-0.0934959349593496,0.008487478401180137,-0.10198341336052974
