estimate_date,window_start,window_end,fund_code,w_growth,w_value,w_cash,weight_sum,r2,valid,net_growth_exposure
2014-02-07,2013-01-11,2014-02-07,31,0.7114594800668128,0.0,0.2885405199331873,1.0,0.47201226104895433,False,0.7114594800668128
2014-02-07,2013-01-11,2014-02-07,61,0.7695214700535294,0.025102589828682284,0.20537594011778798,0.9999999999999998,0.898478448011961,True,0.7444188802248471
2014-03-07,2013-02-08,2014-03-07,21,0.6425266551137206,0.0,0.35747334488627913,0.9999999999999998,0.5857779018275246,False,0.6425266551137206
2014-03-07,2013-02-08,2014-03-07,31,0.7078235823894231,0.0,0.2921764176105769,1.0,0.4493585977998289,False,0.7078235823894231
2014-03-07,2013-02-08,2014-03-07,61,0.70676077393939,0.09348794364253785,0.1997512824180722,1.0,0.8858299286962075,True,0.6132728302968521
2014-04-04,2013-03-15,2014-04-04,21,0.6844409798688974,0.0,0.3155590201311027,1.0,0.5796428921082977,False,0.6844409798688974
2014-04-04,2013-03-15,2014-04-04,31,0.7748219050110915,0.0,0.2251780949889084,0.9999999999999999,0.44968169788236934,False,0.7748219050110915
2014-04-04,2013-03-15,2014-04-04,61,0.7933042996399496,0.013033558818134054,0.1936621415419162,0.9999999999999999,0.8584753912222289,True,0.7802707408218156
2014-05-09,2013-04-19,2014-05-09,17,0.5954732379867917,0.0,0.40452676201320836,1.0,0.3633024661151042,False,0.5954732379867917
2014-05-09,2013-04-19,2014-05-09,20,0.7962938190843192,2.470501273583768e-16,0.2037061809156803,0.9999999999999997,0.6299047155685247,False,0.796293819084319
2014-05-09,2013-04-19,2014-05-09,21,0.7591323510046655,3.1336411172334844e-17,0.24086764899533375,0.9999999999999992,0.6125990479119874,False,0.7591323510046655
2014-05-09,2013-04-19,2014-05-09,31,0.8130650417366375,0.0,0.18693495826336257,1.0,0.4579463411404603,False,0.8130650417366375
2014-05-09,2013-04-19,2014-05-09,39,0.5250268934442216,0.0,0.4749731065557783,0.9999999999999999,0.21939013312628353,False,0.5250268934442216
2014-05-09,2013-04-19,2014-05-09,61,0.8653549861014783,8.01373731463387e-19,0.1346450138985218,1.0,0.866215089278483,True,0.8653549861014783
2014-06-06,2013-05-17,2014-06-06,17,0.6759943395883703,0.0,0.3240056604116297,1.0,0.40715633458212086,False,0.6759943395883703
2014-06-06,2013-05-17,2014-06-06,20,0.8654234988129134,0.0,0.1345765011870866,1.0,0.646212986749855,False,0.8654234988129134
2014-06-06,2013-05-17,2014-06-06,21,0.7838954573204904,0.0,0.21610454267950954,0.9999999999999999,0.5972432522055381,False,0.7838954573204904
2014-06-06,2013-05-17,2014-06-06,31,0.7877582638474984,6.5680375070941786e-18,0.21224173615250164,1.0,0.405177046929615,False,0.7877582638474984
2014-06-06,2013-05-17,2014-06-06,39,0.5856590969395261,1.2274784344184274e-16,0.4143409030604736,0.9999999999999998,0.2272328272445574,False,0.585659096939526
2014-06-06,2013-05-17,2014-06-06,57,0.4980605945210452,0.0,0.5019394054789548,1.0,0.2958264607983795,False,0.4980605945210452
2014-06-06,2013-05-17,2014-06-06,61,0.9030504158230688,0.0,0.09694958417693132,1.0,0.8688678561435524,True,0.9030504158230688
2014-06-06,2013-05-17,2014-06-06,66,0.1225070839783584,2.9163179431358615e-18,0.5354544230109682,0.6579615069893266,0.21051552666577877,False,0.1225070839783584
2014-06-06,2013-05-17,2014-06-06,83,0.7002692669494489,0.0,0.2997307330505508,0.9999999999999998,0.3917295561681292,False,0.7002692669494489
2014-07-04,2013-06-14,2014-07-04,82,0.6260039829276774,0.07079992523687015,0.30319609183545204,0.9999999999999997,0.7927570632013401,True,0.5552040576908073
2014-07-04,2013-06-14,2014-07-04,110,0.11047702197308629,1.1100713412342618e-17,0.8895229780269137,1.0,0.18174301121487857,False,0.11047702197308627
2014-07-04,2013-06-14,2014-07-04,17,0.7457861878208327,0.0,0.2542138121791672,1.0,0.44281060371953207,False,0.7457861878208327
2014-07-04,2013-06-14,2014-07-04,20,0.8687392265494162,3.1605490309288444e-17,0.1312607734505838,1.0,0.6375621439306842,False,0.8687392265494162
2014-07-04,2013-06-14,2014-07-04,21,0.7874642015597638,0.0,0.21253579844023604,0.9999999999999999,0.5875721670432776,False,0.7874642015597638
2014-07-04,2013-06-14,2014-07-04,31,0.7792790871484816,5.095218114343153e-17,0.22072091285151832,0.9999999999999999,0.38313486016794607,False,0.7792790871484816
2014-07-04,2013-06-14,2014-07-04,39,0.6252588347783341,0.0,0.3747411652216659,1.0,0.2344745690995811,False,0.6252588347783341
2014-07-04,2013-06-14,2014-07-04,57,0.5766999556599164,0.0,0.4233000443400832,0.9999999999999996,0.3367598914094183,False,0.5766999556599164
2014-07-04,2013-06-14,2014-07-04,61,0.9210625459329168,0.0,0.07893745406708323,1.0,0.8586072090781338,True,0.9210625459329168
2014-07-04,2013-06-14,2014-07-04,66,0.13122849947599186,0.0,0.7500055604409014,0.8812340599168933,0.21687497559299962,False,0.13122849947599186
2014-07-04,2013-06-14,2014-07-04,83,0.7844968210378817,1.222805124448518e-16,0.21550317896211812,0.9999999999999999,0.40435776563528325,False,0.7844968210378815
2014-07-04,2013-06-14,2014-07-04,117,0.5885910668674488,0.0,0.4114089331325511,0.9999999999999999,0.22409688723344046,False,0.5885910668674488
2014-07-04,2013-06-14,2014-07-04,120,0.5337919321760244,1.7314970943406944e-17,0.46620806782397567,1.0,0.24269228945294485,False,0.5337919321760244
2014-08-01,2013-07-12,2014-08-01,82,0.6863810403251516,0.11962546871098022,0.1939934909638682,1.0,0.8909020148051277,True,0.5667555716141713
2014-08-01,2013-07-12,2014-08-01,110,0.11184173064031469,6.212263275709273e-18,0.8881582693596853,1.0,0.15875726736355567,False,0.11184173064031469
2014-08-01,2013-07-12,2014-08-01,17,0.8151786896348098,1.158262671686999e-16,0.18482131036518967,0.9999999999999996,0.4835650343308061,False,0.8151786896348097
2014-08-01,2013-07-12,2014-08-01,20,0.9240032651676041,0.0,0.0,0.9240032651676041,0.6923354735480938,False,0.9240032651676041
2014-08-01,2013-07-12,2014-08-01,21,0.8082112731988523,0.0,0.0,0.8082112731988523,0.58735243300107,False,0.8082112731988523
2014-08-01,2013-07-12,2014-08-01,31,0.7564045612093535,6.083372331325657e-17,0.0,0.7564045612093536,0.35275389853329564,False,0.7564045612093534
2014-08-01,2013-07-12,2014-08-01,39,0.7058123737208742,3.6060110851221986e-17,0.29418762627912565,0.9999999999999999,0.2696197457283295,False,0.7058123737208742
2014-08-01,2013-07-12,2014-08-01,57,0.6714481985579618,0.0,0.32855180144203816,1.0,0.39825055555820466,False,0.6714481985579618
2014-08-01,2013-07-12,2014-08-01,61,0.8969519951569808,0.0,0.10304800484301921,1.0,0.8399314384784755,True,0.8969519951569808
2014-08-01,2013-07-12,2014-08-01,66,0.1250613150934825,1.2287669936615592e-17,0.5183748539774532,0.6434361690709357,0.18967538663930028,False,0.1250613150934825
2014-08-01,2013-07-12,2014-08-01,83,0.8841092168750396,0.0,0.11589078312496034,1.0,0.48348332127739124,False,0.8841092168750396
2014-08-01,2013-07-12,2014-08-01,117,0.6773376674261619,0.0,1.2490009027033011e-15,0.6773376674261631,0.2428786412829944,False,0.6773376674261619
2014-08-01,2013-07-12,2014-08-01,120,0.6039145459184534,0.0,0.049375493572015525,0.6532900394904689,0.2734351702165614,False,0.6039145459184534
2014-08-01,2013-07-12,2014-08-01,124,0.6497365541530993,8.915130915206435e-17,1.4190038033490282e-15,0.6497365541531008,0.20530506170974427,False,0.6497365541530992
2014-08-01,2013-07-12,2014-08-01,127,0.7389920831758456,3.9213467739216885e-16,0.2149299027534266,0.9539219859292727,0.4364664033599531,False,0.7389920831758452
2014-08-01,2013-07-12,2014-08-01,173,0.7942486895638382,6.661318804976406e-17,0.20575131043616154,0.9999999999999999,0.41548375102015345,False,0.7942486895638381
2014-08-29,2013-08-09,2014-08-29,82,0.7327115493707682,0.12557892031520368,0.14170953031402805,1.0,0.9263154461175971,True,0.6071326290555645
2014-08-29,2013-08-09,2014-08-29,110,0.13651126529423574,0.0,0.8634887347057643,1.0,0.20021080594254437,False,0.13651126529423574
2014-08-29,2013-08-09,2014-08-29,17,0.894187989924012,0.0,0.10581201007598787,0.9999999999999999,0.4819267653431919,False,0.894187989924012
2014-08-29,2013-08-09,2014-08-29,20,0.9145632186525418,5.421309150950467e-17,0.0,0.9145632186525418,0.6701109491788936,False,0.9145632186525418
2014-08-29,2013-08-09,2014-08-29,21,0.8303837731453942,0.0,1.1657341758564144e-15,0.8303837731453954,0.584848778452562,False,0.8303837731453942
2014-08-29,2013-08-09,2014-08-29,31,0.7938055270148409,0.0,4.0245584642661925e-16,0.7938055270148413,0.3536679652011847,False,0.7938055270148409
2014-08-29,2013-08-09,2014-08-29,39,0.7715472898723079,2.2072393705267174e-16,0.22845271012769147,0.9999999999999996,0.29497701474396765,False,0.7715472898723077
2014-08-29,2013-08-09,2014-08-29,57,0.7358557494047477,5.011200531972794e-17,0.26414425059525193,0.9999999999999997,0.4347973124447184,False,0.7358557494047477
2014-08-29,2013-08-09,2014-08-29,61,0.9269661623776942,0.0,0.07303383762230578,1.0,0.8399263535139764,True,0.9269661623776942
2014-08-29,2013-08-09,2014-08-29,66,0.13931122934329865,0.0,0.715972663193124,0.8552838925364227,0.20973390812236392,False,0.13931122934329865
2014-08-29,2013-08-09,2014-08-29,83,0.9515425590232873,0.0,0.048457440976712694,1.0,0.4840401035714901,False,0.9515425590232873
2014-08-29,2013-08-09,2014-08-29,117,0.7721955980030019,1.386358560321847e-16,0.22780440199699792,0.9999999999999999,0.28012318073415077,False,0.7721955980030017
2014-08-29,2013-08-09,2014-08-29,120,0.6735396273725721,2.6342656919738363e-18,0.3264603726274279,1.0,0.3026918679083458,False,0.6735396273725721
2014-08-29,2013-08-09,2014-08-29,124,0.7505763796062593,0.0,1.124100812432971e-15,0.7505763796062604,0.234997220107659,False,0.7505763796062593
2014-08-29,2013-08-09,2014-08-29,127,0.846461400095331,0.0,0.15353859990466903,1.0,0.486896864131372,False,0.846461400095331
2014-08-29,2013-08-09,2014-08-29,172,0.5897620355666087,0.3549118185564622,0.05532614587692894,0.9999999999999998,0.8948340355081785,True,0.23485021701014647
2014-08-29,2013-08-09,2014-08-29,173,0.8848168880795896,0.0,0.1151831119204105,1.0,0.45200297751557705,False,0.8848168880795896
2014-08-29,2013-08-09,2014-08-29,209,0.5873487008523952,0.0,0.4126512991476048,1.0,0.4523039774047316,False,0.5873487008523952
2014-09-26,2013-09-06,2014-09-26,82,0.7324618305414972,0.14590776462378974,0.12163040483471303,0.9999999999999999,0.9373094170061324,True,0.5865540659177074
2014-09-26,2013-09-06,2014-09-26,110,0.14032046207631155,5.3913835519005256e-17,0.8596795379236882,0.9999999999999998,0.20314234697680233,False,0.1403204620763115
2014-09-26,2013-09-06,2014-09-26,121,0.11381965727262237,2.303433591620904e-18,0.8861803427273776,0.9999999999999999,0.2927217715728577,False,0.11381965727262237
2014-09-26,2013-09-06,2014-09-26,17,0.9054944287027576,5.370123604259805e-17,0.0945055712972422,0.9999999999999999,0.47742468808367267,False,0.9054944287027576
2014-09-26,2013-09-06,2014-09-26,20,0.9420225419516627,0.0,6.094021714145894e-16,0.9420225419516632,0.7397505119921194,True,0.9420225419516627
