fund_code,selected_count,correct_count,wrong_count,avg_forward_return,avg_excess_vs_5050,win_rate_vs_5050,correct_rate,mean_net_exposure,exposure_vol,mean_abs_net_exposure,exposure_p10,exposure_p90,exposure_range_p90_p10,is_stable_selected,is_stable_outperform,is_stable,is_dynamic_style
1291,70,41,29,0.00250074167114113,-0.002859375702494685,0.5571428571428572,0.5857142857142857,0.34168727693455914,0.5276095688852162,0.5236852933058703,-0.3932339227126544,0.9792218515403127,1.372455774252967,True,False,True,False
4241,72,41,31,0.015219349200716967,0.008784724539349477,0.5972222222222222,0.5694444444444444,0.817654129380685,0.2046777155531366,0.817654129380685,0.4080157234815407,0.9999999999999999,0.5919842765184592,True,False,True,False
1720,83,41,42,0.003200132954980846,0.00016250593954429666,0.5542168674698795,0.4939759036144578,-0.12356951482380635,0.0680812097881108,0.12380912418974263,-0.20780370484798974,-0.033600705676624106,0.17420299917136564,True,False,True,False
549,85,41,44,0.008920437106052547,0.0026767430033063223,0.4823529411764706,0.4823529411764706,0.9447752116880389,0.0912918229033568,0.9447752116880388,0.8696376992737038,1.0,0.13036230072629618,True,False,True,False
2006,88,41,47,0.0031717520459038184,-0.0009975892270334243,0.5454545454545454,0.4659090909090909,-0.013148816444718318,0.09872319050913765,0.07785015508041265,-0.19868816759214172,0.08633331388400176,0.2850214814761435,True,False,True,False
1583,85,40,45,0.004643715009647367,0.0028229950076149707,0.5647058823529412,0.47058823529411764,-0.5671477950363243,0.5607130063157034,0.7524298112774122,-1.0,-0.0361410671281078,0.9638589328718922,True,False,True,True
1028,87,40,47,0.0059792998679801266,-0.00044342380895337133,0.4827586206896552,0.45977011494252873,0.94074578092479,0.09800122102804613,0.94074578092479,0.8742105542741487,1.0,0.12578944572585127,True,False,True,False
3161,71,39,32,0.0023102096171797484,0.0030084547221167148,0.5915492957746479,0.5492957746478874,-0.0360643544366397,0.049929406020278365,0.04368280843574363,-0.1050495461944542,0.013044589037503676,0.11809413523195787,True,False,True,False
2980,75,39,36,0.017449831343966254,0.008951437886207675,0.56,0.52,0.9052112244289975,0.07039811510441925,0.9052112244289973,0.7980438079567332,0.9999999999999999,0.20195619204326665,True,False,True,False
1309,76,39,37,0.0041742665816985386,-0.0005887708884922375,0.5131578947368421,0.5131578947368421,0.013076716838033735,0.08170849974578706,0.06925870290173479,-0.08291660616611801,0.09317033629993546,0.17608694246605347,True,False,True,False
5039,78,39,39,0.005243139429332095,-0.0008723623035529376,0.5384615384615384,0.5,-0.06497516538003136,0.1701791751739177,0.13723991489950985,-0.3345690534011107,0.17612315617856722,0.510692209579678,True,False,True,False
5040,78,39,39,0.004931007947215815,-0.0011844937856692178,0.5384615384615384,0.5,-0.06444685418865401,0.16897316841749077,0.13593431486014002,-0.33183015007560657,0.1711849820107319,0.5030151320863385,True,False,True,False
3295,66,38,28,0.0014448093051143106,0.0076410578218825366,0.6363636363636364,0.5757575757575758,0.007027651882882561,0.055109289285228846,0.041534028851809186,-0.04682861945455706,0.0566613373113463,0.10348995676590336,True,False,True,False
1409,78,38,40,0.0004597825234690328,-0.004421154978025061,0.4230769230769231,0.48717948717948717,0.849027449607238,0.15465587200545983,0.849027449607238,0.6223705243553871,1.0,0.3776294756446129,True,False,True,False
1714,60,37,23,0.007534342175510909,0.005322450872613421,0.6,0.6166666666666667,0.5475212818090118,0.3667563724172364,0.5749270752450126,-0.06604791538742023,0.9577606143776142,1.0238085297650343,True,True,True,False
3069,71,37,34,0.011236254852134154,0.003627638635169214,0.49295774647887325,0.5211267605633803,0.950123375379463,0.06102999065548536,0.950123375379463,0.8603366688982143,1.0,0.13966333110178575,True,False,True,False
4084,71,37,34,0.0032922585410352138,-0.0009123378949854146,0.5070422535211268,0.5211267605633803,-0.10242557161045322,0.08258031005304192,0.10713622013913662,-0.18030985070528552,0.00538462081416749,0.185694471519453,True,False,True,False
263,74,37,37,0.009752005647640167,0.006542547568150111,0.5405405405405406,0.5,0.82887468288265,0.13478205089063272,0.82887468288265,0.6031798236972831,0.9999999999999998,0.3968201763027167,True,False,True,False
124,60,36,24,0.009618599665669036,0.003718647192540475,0.4666666666666667,0.6,0.5863715083708169,0.45959843409378903,0.6635055728476079,-0.12191941713181048,1.0,1.1219194171318105,True,True,True,False
1416,66,36,30,-0.0002331019681944235,0.0006601376464413701,0.5454545454545454,0.5454545454545454,0.8833184658682529,0.12350854423270301,0.8833184658682531,0.7710508619130981,0.9999999999999999,0.22894913808690176,True,False,True,False
1421,69,36,33,0.008702493845160962,-0.0007503110318833641,0.5217391304347826,0.5217391304347826,0.8686496770242578,0.2201351186386419,0.8686496770242579,0.5031355406594126,1.0,0.4968644593405874,True,False,True,False
1104,70,36,34,-0.0005599539075211427,0.0003716099615083473,0.5,0.5142857142857142,0.4493128364222978,0.6474880032874382,0.7197109512025878,-0.6600116170216371,1.0,1.6600116170216372,True,False,True,False
1882,71,36,35,0.00902580777059068,0.004843997975921751,0.6056338028169014,0.5070422535211268,-0.28032673358913657,0.44172717511123444,0.44435666594524875,-0.9274122168241129,0.44133591797905675,1.3687481348031696,True,False,True,False
1396,71,36,35,0.005610803031143815,0.000378280582294327,0.5211267605633803,0.5070422535211268,0.7926722582239932,0.22267605724865916,0.792844183889827,0.43290535673703673,1.0,0.5670946432629633,True,False,True,False
1054,72,36,36,0.012495020313833158,0.006598635722350177,0.5833333333333334,0.5,0.353732350346014,0.5499175053637325,0.5547591048573275,-0.47838551996544487,0.9709547415770842,1.449340261542529,True,False,True,False
971,62,35,27,0.02133615539457253,0.011883942207035907,0.5967741935483871,0.5645161290322581,0.7408210405426465,0.323686430317848,0.7408210405426465,0.15974857122505653,1.0,0.8402514287749434,True,False,True,False
1204,65,35,30,0.002847089515319654,-9.706916112435067e-05,0.5384615384615384,0.5384615384615384,0.01932838425196011,0.1342774652208528,0.10692134720239083,-0.10761080998340261,0.251133913181015,0.35874472316441763,True,False,True,False
